,Ratio de Sharpe,beta
Anticor,3.8987933344847594,0.9999999999999999
BAH,3.8488349263920845,0.9988597992149268
BCRP,5.763914540468702,1.0686593675535827
BestMarkowitz,5.763919037603471,1.0686592895136178
BestSoFar,-0.8047810938172228,1.0276050796464018
BNN,4.932547090056324,0.9664348138930322
CORN,-2.2068631584996505,1.677356934230521
CRP,3.898793334484748,0.9999999999999999
CWMR,6.7429026545466995,1.9959425468212522
DynamicCRP,3.8987933344847594,0.9999999999999999
EG,3.8964277026451355,0.9999504182044963
OLMAR,4.289873009706179,1.9226992351364367
ONS,4.5482003703637455,0.9986905111662783
PAMR,6.72189807706291,1.9972649918936018
RMR,4.286263356755045,1.9194723077273104
