Date,^DJI_Close,^DJI_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2019-01-02,23346.240234375,321570000,1.0,2,2,False,False,True,False
2019-01-03,22686.220703125,424240000,1.0,3,3,False,False,True,False
2019-01-04,23433.16015625,396020000,1.0,4,4,False,False,True,False
2019-01-07,23531.349609375,334200000,1.0,7,0,False,False,False,False
2019-01-08,23787.44921875,317420000,1.0,8,1,False,False,False,False
2019-01-09,23879.119140625,324570000,1.0,9,2,False,False,False,False
2019-01-10,24001.919921875,338150000,1.0,10,3,False,False,False,False
2019-01-11,23995.94921875,262650000,1.0,11,4,False,False,False,False
2019-01-14,23909.83984375,277560000,1.0,14,0,False,False,False,False
2019-01-15,24065.58984375,291570000,1.0,15,1,False,False,False,False
2019-01-16,24207.16015625,302830000,1.0,16,2,False,False,False,False
2019-01-17,24370.099609375,288590000,1.0,17,3,False,False,False,False
2019-01-18,24706.349609375,372970000,1.0,18,4,False,False,False,False
2019-01-22,24404.48046875,338480000,1.0,22,1,False,False,False,False
2019-01-23,24575.619140625,318600000,1.0,23,2,False,False,False,False
2019-01-24,24553.240234375,320170000,1.0,24,3,False,False,False,False
2019-01-25,24737.19921875,376890000,1.0,25,4,False,False,False,False
2019-01-28,24528.220703125,347170000,1.0,28,0,False,True,False,False
2019-01-29,24579.9609375,330870000,1.0,29,1,False,True,False,False
2019-01-30,25014.859375,397330000,1.0,30,2,False,True,False,False
2019-01-31,24999.669921875,507350000,1.0,31,3,False,True,False,False
2019-02-01,25063.890625,372090000,1.0,1,4,False,False,True,False
2019-02-04,25239.369140625,298540000,1.0,4,0,False,False,True,False
2019-02-05,25411.51953125,310650000,1.0,5,1,False,False,False,False
2019-02-06,25390.30078125,247590000,1.0,6,2,False,False,False,False
2019-02-07,25169.529296875,295460000,1.0,7,3,False,False,False,False
2019-02-08,25106.330078125,248210000,1.0,8,4,False,False,False,False
2019-02-11,25053.109375,241700000,1.0,11,0,False,False,False,False
2019-02-12,25425.759765625,278110000,1.0,12,1,False,False,False,False
2019-02-13,25543.26953125,263330000,1.0,13,2,False,False,False,False
2019-02-14,25439.390625,313010000,1.0,14,3,False,False,False,True
2019-02-15,25883.25,328530000,1.0,15,4,False,False,False,False
2019-02-19,25891.3203125,280620000,1.0,19,1,False,False,False,False
2019-02-20,25954.439453125,287880000,1.0,20,2,False,False,False,False
2019-02-21,25850.630859375,255710000,1.0,21,3,False,False,False,False
2019-02-22,26031.810546875,279760000,1.0,22,4,False,False,False,False
2019-02-25,26091.94921875,281600000,1.0,25,0,False,False,False,False
2019-02-26,26057.98046875,257850000,1.0,26,1,False,False,False,False
2019-02-27,25985.16015625,255380000,1.0,27,2,False,False,False,False
2019-02-28,25916.0,338520000,1.0,28,3,False,True,False,False
2019-03-01,26026.3203125,289890000,1.0,1,4,False,False,True,False
