Date,^DJI_Close,^DJI_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2020-05-26,24995.109375,424380000,1.0,26,1,False,False,False,False
2020-05-27,25548.26953125,411230000,1.0,27,2,False,False,False,False
2020-05-28,25400.640625,377800000,1.0,28,3,False,True,False,False
2020-05-29,25383.109375,527620000,1.0,29,4,False,True,False,False
2020-06-01,25475.01953125,338310000,1.0,1,0,False,False,True,False
2020-06-02,25742.650390625,352610000,1.0,2,1,False,False,True,False
2020-06-03,26269.890625,398790000,1.0,3,2,False,False,True,False
2020-06-04,26281.8203125,372190000,1.0,4,3,False,False,True,False
2020-06-05,27110.98046875,542310000,1.0,5,4,False,False,False,False
2020-06-08,27572.439453125,430200000,1.0,8,0,False,False,False,False
2020-06-09,27272.30078125,381430000,1.0,9,1,False,False,False,False
2020-06-10,26989.990234375,448930000,1.0,10,2,False,False,False,False
2020-06-11,25128.169921875,647780000,1.0,11,3,False,False,False,False
2020-06-12,25605.5390625,514440000,1.0,12,4,False,False,False,False
2020-06-15,25763.16015625,461230000,1.0,15,0,False,False,False,False
2020-06-16,26289.98046875,489500000,1.0,16,1,False,False,False,False
2020-06-17,26119.609375,328830000,1.0,17,2,False,False,False,False
2020-06-18,26080.099609375,328390000,1.0,18,3,False,False,False,False
2020-06-19,25871.4609375,669390000,1.0,19,4,False,False,False,True
