	Date	User	Tweet
0	2020-12-29 16:37:10+00:00	Bloomberg	Second Measure’s broad coverage of thousands of companies helps users streamline their research and analytics workflow.  Investors can identify fast-growing consumer companies, gain industry insights, validate investment theses, and track company performance intra-quarter.
1	2020-12-22 17:13:45+00:00	Bloomberg	In 2020, we've seen a record $27B flow into ESG-related equity ETFs in the US, but it can be difficult to discern a quality sustainable investment from a greenwashed one. This research seeks to bring clarity and discipline to the discussion. https://t.co/qC7oE4KNjy
2	2020-12-17 21:30:15+00:00	Bloomberg	This year, the holidays look a bit different. But regardless of how you're spending them, we hope you take a moment to *yule* log off, and care for yourself and those you love - whether in-person, or virtually. Happy holidays from the Bloomberg family, to yours. https://t.co/8ZTivSSXkX
3	2020-12-16 14:00:12+00:00	Bloomberg	The MAP &lt;GO&gt; function on @TheTerminal is one example of how space can be introduced as an alternative dimension of data for decision making. https://t.co/p9HW8QccI6
4	2020-12-15 19:35:45+00:00	Bloomberg	All emerging economies are battling the same virus. However, their downturns and recoveries have taken different paths. https://t.co/vY783FeMEo
5	2020-12-10 13:24:00+00:00	Bloomberg	"""What began only three short years ago as a way to spotlight leading women in our industry has tripled the representation of women on Bloomberg TV and has now expanded to elevate more diverse executives across the spectrum,” said our chairman, Peter Grauer. #InclusionInAction"
6	2020-12-09 13:10:11+00:00	Bloomberg	"Join executives and thought leaders from business, government, philanthropy, and civil society to examine the disruption to the African and global media landscape caused by the pandemic. We'll look at how we might come together to emerge stronger in 2021. #ABMI20 

Register here:"
7	2020-12-02 14:05:59+00:00	Bloomberg	Since 2014, we've hosted the annual #D4GX conference, bringing together participants from academia, industry, government, and NGOs. The expansion to Asia builds on our long tradition of advocacy for using data science and human capital to solve societal and civic problems.
8	2020-11-30 21:41:22+00:00	Bloomberg	How are investors seeing the benefits of incorporating sustainability into their portfolio strategies? Join us for #SustainableFinanceWeek - five days of events and insights dedicated to sustainable finance.
9	2020-11-30 19:50:59+00:00	Bloomberg	The #COVID19 crisis will remain a top global ESG issue into 2021, even if a vaccine is found, as pandemic-related job losses have exacerbated social challenges, including income and gender inequality. https://t.co/O65XIdMNiB
10	2020-11-26 15:00:19+00:00	Bloomberg	Gobble up the latest, from #Thanksgiving turkey prices to #BlackFriday purchasing trends - all on @TheTerminal. 🦃 https://t.co/KmEjfet2hB
11	2020-11-24 14:10:17+00:00	Bloomberg	Read how our Quant Research team has developed a method for scoring forecasters along several dimensions, evaluating the forecasters not only for their accuracy, but also for the timing, direction, and boldness of their predictions. https://t.co/olKwYgVvIA
12	2020-11-20 14:38:25+00:00	Bloomberg	Thank you to everyone who joined us at this year's @neweconforum. If you missed it, here's a glimpse at what was discussed and how leaders think we can make progress going forward. #OurNewEconomy https://t.co/p6vqVjNag2
13	2020-11-19 21:29:34+00:00	Bloomberg	Join us for five days of virtual events and editorial content dedicated to the mainstreaming of #sustainablefinance.
14	2020-11-19 13:00:11+00:00	Bloomberg	These are the benefits of incorporating D&amp;I into business decisions during this time of global disruption. #InclusionInAction https://t.co/aSrnnpknOd
15	2020-11-16 17:10:30+00:00	Bloomberg	The index is based on five criteria: policy, representation, inspiration, development, and engagement/empowerment. For each of these criteria, we were awarded a perfect score. #InclusionInAction
16	2020-11-11 16:03:27+00:00	Bloomberg	What's it like to transition to the corporate world from the military? This #VeteransDay, we're spotlighting the unique experiences of our military veteran colleagues and sharing advice on how we can all be better allies.
17	2020-11-10 13:32:06+00:00	Bloomberg	"As we look ahead to COP26, it’s clear we need to take decisive action, like increasing private #climatefinance in emerging markets. #CFLI #EDFI #GIF 

Learn more: https://t.co/Hj2luHfm1y https://t.co/IkHAfpdvfE"
18	2020-11-09 17:51:19+00:00	Bloomberg	The global news network @Quicktake is built for today’s generation of leaders and professionals. It has launched with ten original series and four live daily news shows covering global stories across business, technology, politics and culture.
19	2020-10-29 13:03:39+00:00	Bloomberg	As #ESG investments grow, so too does the need to set global standards for sustainable finance.  https://t.co/9VrSDs4VQe
20	2020-10-27 14:12:28+00:00	Bloomberg	Our own Joe McHale, Head of European Government and Regulatory Affairs, has joined the Next Generation Leadership Council, which aims to challenge thinking and provide fresh perspectives on the big strategic issues facing the financial industry. https://t.co/A9TaJRO6mp
21	2020-10-26 14:55:52+00:00	Bloomberg	For decades, women have fought against bias within finance. In recognition of these challenges, #BloombergNewVoices partnered with @Smithsonian to bring together three trailblazing women to discuss the nuances of working in a male-dominated industry. #BecauseOfHerStory
22	2020-10-23 14:24:38+00:00	Bloomberg	In a moment when so much is changing so quickly, there’s no doubt that accurate reporting and reliable data are critically important -- as well as journalists with unique experiences and various points of view. #InclusionInAction https://t.co/4iyeNncPFr
23	2020-10-21 13:25:14+00:00	Bloomberg	At a time when accurate information can save lives, Bloomberg Media Initiative Africa is helping build media capacity in the region. In doing so, we're improving access to the independent data and analysis that can inform policy and public opinion.
24	2020-10-20 22:03:28+00:00	Bloomberg	A report today about Bloomberg LP ownership is not true.  The company is not for sale.
25	2020-10-20 13:59:58+00:00	Bloomberg	If you don't include everyone, you don't know what you're missing. #AbilitiesAwarenessMonth #InclusionInAction
26	2020-10-16 12:00:07+00:00	Bloomberg	The agenda for the four-day, live-streamed event, happening from November 16-19th, will focus on five core topic areas: finance, trade, climate, health and cities. https://t.co/hvvA5Dc7UQ
27	2020-10-14 13:32:07+00:00	Bloomberg	How it started:            How it's going: https://t.co/uHkPLGpMzg
28	2020-10-13 18:01:31+00:00	Bloomberg	"""There aren't a lot of companies that can credibly claim to be world-class tech infrastructure builders on par with the cloud giants. But Bloomberg, at the heart of the world's financial system, wouldn't have it any other way."" https://t.co/ajhkSOxSGS"
29	2020-10-12 14:20:37+00:00	Bloomberg	If you don't include everyone, you don't know what you're missing. #BlackHistoryMonth #InclusionInAction
30	2020-10-07 15:34:27+00:00	Bloomberg	In partnership with @FordFoundation, this financial support will strengthen regional journalism at a time when communities urgently need access to accurate, local information on #COVID19
31	2020-10-06 13:19:44+00:00	Bloomberg	'Spoofers' trick other investors into buying or selling by entering their own buy or sell orders with no intention of filling them. https://t.co/95SKENfLtZ
32	2020-10-02 17:14:07+00:00	Bloomberg	With the help of our own Nadia Humphreys, we're helping to move the #SustainableFinanceEU agenda forward as an official member of the Platform on Sustainable Finance. https://t.co/Vpbr6gLuXH
33	2020-10-01 14:32:07+00:00	Bloomberg	This new editorial vertical will help readers and viewers make smarter decisions about their personal finances with data-backed tools to help navigate key financial decisions in their lives. https://t.co/hy5cxHYYGQ
34	2020-10-01 13:29:20+00:00	Bloomberg	Investors looking to analyze which companies are leading the race to adapt to a less carbon-intensive world can leverage our proprietary #ESG scores. https://t.co/1P5yWKJXBU
35	2020-09-30 13:58:10+00:00	Bloomberg	This move will allow @QuickTake to further reach a reach a broader, younger audience from every business sector. https://t.co/V9OA1shb8N
36	2020-09-29 16:58:16+00:00	Bloomberg	Financial professionals communicate in multiple languages, including with slang or emojis, and firms need to remain compliant.
37	2020-09-25 17:34:41+00:00	Bloomberg	Ranked as one of the top senior leaders on the 2020 @HERoesinB #HERRoleModels20 list, our Chairman Peter Grauer is creating a more inclusive business environment for women. #InclusionInAction
38	2020-09-25 14:24:46+00:00	Bloomberg	Investors want to know how social investment criteria can be meaningfully identified and measured. Is it an opportunity or a liability? #ESG https://t.co/GzUulCiFLx
39	2020-09-24 15:37:50+00:00	Bloomberg	If you don't include everyone, you don't know what you're missing. #HispanicHeritageMonth #InclusionInAction
40	2020-09-21 14:25:34+00:00	Bloomberg	How do we take bold action to create an inclusive future? On September 23, join us for the third annual #BloombergEquality Summit. Don't miss conversations with @llcoolj, @aliciagarza, @sunny, @johnlegend, @Alyssa_Milano, and more.
41	2020-09-17 15:44:28+00:00	Bloomberg	This project is “one of the most consequential, if not the most consequential, launch in the news industry this year,” says @Justin_B_Smith.
42	2020-09-16 18:54:44+00:00	Bloomberg	As demand for alternative data skyrockets and firms continue to navigate a dislocated economy, this expansion will ensure  clients have access to a wide range of alt data - in conjunction with traditional financial data - to make critical investment decisions in this new normal.
