	Date	User	Tweet
0	2018-12-28 13:30:05+00:00	Bloomberg	300 Bloomberg Intelligence research professionals around the world take pride in the fact that they don’t let buy/sell ratings influence their work. They want you to draw your own conclusions. https://t.co/6PsZm9cvMS
1	2018-12-27 14:00:07+00:00	Bloomberg	Is @Twitter data a crucial part of your algorithmic trading strategy? We've launched a curated Twitter Event Driven Feed to cut through the noise, better identifying early trends and sentiment. https://t.co/BfmDjlCuiB
2	2018-12-26 18:00:05+00:00	Bloomberg	The #fintech industry currently employs about 3 million people directly and indirectly in the region. https://t.co/sigvXV9Qix
3	2018-12-21 14:30:05+00:00	Bloomberg	The new studio delivers a flexible, dynamic platform for multiple forms of storytelling. https://t.co/xZGXnXnpap
4	2018-12-20 14:00:10+00:00	Bloomberg	Introducing BHIVE, the team using user-research to design, build and test the latest digital solutions to keep up with user's real-live news needs. https://t.co/kkeB9ozWT8
5	2018-12-19 14:00:01+00:00	Bloomberg	Happy holidays from all of us at Bloomberg! https://t.co/FdByBHFqdx
6	2018-12-18 14:00:10+00:00	Bloomberg	"Diversity and equality in the workplace must come from the top down. ""Employees need to know leadership has bought in, and we have seen this approach create a rising tide across our business,"" says our Chairman, Peter Grauer. #InclusioninAction https://t.co/AUQrjdNqns"
7	2018-12-17 13:30:07+00:00	Bloomberg	For the visually impaired, working in finance is nearly impossible. Our UX designers are working to change that. #inclusioninaction https://t.co/vv2kjXtB5n https://t.co/plxFilixju
8	2018-12-14 13:00:04+00:00	Bloomberg	Women are underrepresented as sources. Read about the ongoing effort to include more women and diverse sources in our coverage. https://t.co/3ruuCnev7N
9	2018-12-13 12:30:06+00:00	Bloomberg	"""Alexa, tell me something I don't know about Bloomberg."" Open Bloomberg on your Amazon Echo to hear directly from our employees. https://t.co/5XRxQ4uQvC"
10	2018-12-12 16:00:08+00:00	Bloomberg	Most venture capitalists hold their cards close to their chest. Not so with @BloombergBeta, our investment arm, which focuses on early-stage startups.  https://t.co/pFQaOcaMQI
11	2018-12-11 16:15:51+00:00	Bloomberg	As a result of global warming, sea levels are rising. Outside our European HQ, @olafureliasson has installed #IceWatchLondon where blocks of melting ice, responsibly sourced from Greenland, highlight the urgency of taking action against climate change. https://t.co/tKW1WpRgyV https://t.co/ZSuyZsPDao
12	2018-12-11 16:00:24+00:00	Bloomberg	"""Britain is and will remain a great place to do business, and financial services business in particular, of that I have no doubt,"" said @PhilipHammondUK today at #BloombergGRF. https://t.co/CNj8REKF6v"
13	2018-12-11 09:43:26+00:00	Bloomberg	.@MikeBloomberg convenes finance ministers, regulators and central bankers at our London office this morning for the first Global Regulatory Forum #BloombergGRF https://t.co/HFAgfZOCou
14	2018-12-10 16:00:18+00:00	Bloomberg	To help ensure the diversity of our newsroom sources, we've expanded our New Voices Initiative to Sydney, Mumbai, Dubai and San Francisco, spearheaded by @lszelenko. #InclusioninAction https://t.co/m4Npt443Zp
15	2018-12-07 13:00:11+00:00	Bloomberg	When we set out to build our European HQ, we wanted to push the boundaries of sustainable office design, while creating a space that inspires and excites our team. Thank you to @architectsjrnal for honoring us with this recognition. #SustainableFinanceWeek https://t.co/NJz9YCUgsz
16	2018-12-06 20:00:08+00:00	Bloomberg	Currently, $12 trillion in assets in the U.S. goes to sustainable investment -- a 38% increase in just two years. That’s progress, but there’s more to do, writes Mary Schapiro, our Vice Chair for Global Public Policy. #SustainableFinanceWeek https://t.co/vJpqqn16Jw
