Date	User	Tweet
2020-06-18 17:50:29+00:00	Bloomberg	This story, part of a monthly series appearing on @TheTerminal, showcases changes in female representation on boards of companies in the S&amp;P 500.
2020-06-15 19:32:41+00:00	Bloomberg	"Today, #SCOTUS ruled that any ""employer who fires an individual merely for being gay or transgender defies the law."" This ruling is consistent with our existing policies and reinforces our enduring advocacy for inclusion and non-discrimination worldwide."
2020-06-11 19:27:05+00:00	Bloomberg	Companies can now submit their gender-related data to be considered for inclusion in the 2021 #BloombergGEI, which tracks the financial performance of public companies most committed to gender equality in the workplace.
2020-06-04 12:35:44+00:00	Bloomberg	For organizations to be truly inclusive, race is a topic that needs to be addressed openly &amp; often. 5,000+ employees joined our diversity and inclusion team for this candid conversation. Here's what was discussed.
2020-06-01 19:26:07+00:00	Bloomberg	"In a memo to global employees, @MikeBloomberg said: ""We must stand together in our condemnation of all bias and discrimination, and we must work together to address them wherever they appear... It's up to all of us.""  Read the full note here:"
2020-05-27 18:24:49+00:00	Bloomberg	"If you don't include everyone, you don't know what you're missing.
#RepresentAsian #AsianHeritageMonth #InclusionInAction"
