Date,^DJI_Close,^DJI_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2019-01-02,23346.240234375,321570000,1.0,2,2,False,False,True,False
2019-01-03,22686.220703125,424240000,1.0,3,3,False,False,True,False
2019-01-04,23433.16015625,396020000,1.0,4,4,False,False,True,False
2019-01-07,23531.349609375,334200000,1.0,7,0,False,False,False,False
2019-01-08,23787.44921875,317420000,1.0,8,1,False,False,False,False
2019-01-09,23879.119140625,324570000,1.0,9,2,False,False,False,False
2019-01-10,24001.919921875,338150000,1.0,10,3,False,False,False,False
2019-01-11,23995.94921875,262650000,1.0,11,4,False,False,False,False
2019-01-14,23909.83984375,277560000,1.0,14,0,False,False,False,False
2019-01-15,24065.58984375,291570000,1.0,15,1,False,False,False,False
2019-01-16,24207.16015625,302830000,1.0,16,2,False,False,False,False
2019-01-17,24370.099609375,288590000,1.0,17,3,False,False,False,False
2019-01-18,24706.349609375,372970000,1.0,18,4,False,False,False,False
2019-01-22,24404.48046875,338480000,1.0,22,1,False,False,False,False
2019-01-23,24575.619140625,318600000,1.0,23,2,False,False,False,False
2019-01-24,24553.240234375,320170000,1.0,24,3,False,False,False,False
2019-01-25,24737.19921875,376890000,1.0,25,4,False,False,False,False
2019-01-28,24528.220703125,347170000,1.0,28,0,False,True,False,False
2019-01-29,24579.9609375,330870000,1.0,29,1,False,True,False,False
2019-01-30,25014.859375,397330000,1.0,30,2,False,True,False,False
2019-01-31,24999.669921875,507350000,1.0,31,3,False,True,False,False
2019-02-01,25063.890625,372090000,1.0,1,4,False,False,True,False
2019-02-04,25239.369140625,298540000,1.0,4,0,False,False,True,False
2019-02-05,25411.51953125,310650000,1.0,5,1,False,False,False,False
2019-02-06,25390.30078125,247590000,1.0,6,2,False,False,False,False
2019-02-07,25169.529296875,295460000,1.0,7,3,False,False,False,False
2019-02-08,25106.330078125,248210000,1.0,8,4,False,False,False,False
2019-02-11,25053.109375,241700000,1.0,11,0,False,False,False,False
2019-02-12,25425.759765625,278110000,1.0,12,1,False,False,False,False
2019-02-13,25543.26953125,263330000,1.0,13,2,False,False,False,False
2019-02-14,25439.390625,313010000,1.0,14,3,False,False,False,True
2019-02-15,25883.25,328530000,1.0,15,4,False,False,False,False
2019-02-19,25891.3203125,280620000,1.0,19,1,False,False,False,False
2019-02-20,25954.439453125,287880000,1.0,20,2,False,False,False,False
2019-02-21,25850.630859375,255710000,1.0,21,3,False,False,False,False
2019-02-22,26031.810546875,279760000,1.0,22,4,False,False,False,False
2019-02-25,26091.94921875,281600000,1.0,25,0,False,False,False,False
2019-02-26,26057.98046875,257850000,1.0,26,1,False,False,False,False
2019-02-27,25985.16015625,255380000,1.0,27,2,False,False,False,False
2019-02-28,25916.0,338520000,1.0,28,3,False,True,False,False
2019-03-01,26026.3203125,289890000,1.0,1,4,False,False,True,False
2019-03-04,25819.650390625,295510000,1.0,4,0,False,False,True,False
2019-03-05,25806.630859375,252260000,1.0,5,1,False,False,False,False
2019-03-06,25673.4609375,256250000,1.0,6,2,False,False,False,False
2019-03-07,25473.23046875,289140000,1.0,7,3,False,False,False,False
2019-03-08,25450.240234375,270500000,1.0,8,4,False,False,False,False
2019-03-11,25650.880859375,309790000,1.0,11,0,False,False,False,False
2019-03-12,25554.66015625,317730000,1.0,12,1,False,False,False,False
2019-03-13,25702.890625,331410000,1.0,13,2,False,False,False,False
2019-03-14,25709.939453125,302790000,1.0,14,3,False,False,False,False
2019-03-15,25848.869140625,616910000,1.0,15,4,False,False,False,False
2019-03-18,25914.099609375,303170000,1.0,18,0,False,False,False,False
2019-03-19,25887.380859375,342250000,1.0,19,1,False,False,False,False
2019-03-20,25745.669921875,321980000,1.0,20,2,False,False,False,False
2019-03-21,25962.509765625,335250000,1.0,21,3,False,False,False,False
2019-03-22,25502.3203125,386510000,1.0,22,4,False,False,False,False
2019-03-25,25516.830078125,303120000,1.0,25,0,False,False,False,False
2019-03-26,25657.73046875,305110000,1.0,26,1,False,False,False,False
2019-03-27,25625.58984375,270340000,1.0,27,2,False,False,False,False
2019-03-28,25717.4609375,237170000,1.0,28,3,False,True,False,False
2019-03-29,25928.6796875,300620000,1.0,29,4,False,True,False,False
2019-04-01,26258.419921875,295570000,1.0,1,0,False,False,True,False
2019-04-02,26179.130859375,250940000,1.0,2,1,False,False,True,False
2019-04-03,26218.130859375,271980000,1.0,3,2,False,False,True,False
2019-04-04,26384.630859375,233040000,1.0,4,3,False,False,True,False
2019-04-05,26424.990234375,229550000,1.0,5,4,False,False,False,False
2019-04-08,26341.01953125,229380000,1.0,8,0,False,False,False,False
2019-04-09,26150.580078125,244410000,1.0,9,1,False,False,False,False
2019-04-10,26157.16015625,203130000,1.0,10,2,False,False,False,False
2019-04-11,26143.05078125,211680000,1.0,11,3,False,False,False,False
2019-04-12,26412.30078125,369910000,1.0,12,4,False,False,False,False
2019-04-15,26384.76953125,250620000,1.0,15,0,False,False,False,False
2019-04-16,26452.66015625,302340000,1.0,16,1,False,False,False,False
2019-04-17,26449.5390625,367780000,1.0,17,2,False,False,False,False
2019-04-18,26559.5390625,332850000,1.0,18,3,False,False,False,False
2019-04-22,26511.05078125,232570000,1.0,22,0,False,False,False,False
2019-04-23,26656.390625,311690000,1.0,23,1,False,False,False,False
2019-04-24,26597.05078125,283370000,1.0,24,2,False,False,False,False
2019-04-25,26462.080078125,296730000,1.0,25,3,False,False,False,False
2019-04-26,26543.330078125,317290000,1.0,26,4,False,False,False,False
2019-04-29,26554.390625,279450000,1.0,29,0,False,True,False,False
2019-04-30,26592.91015625,340320000,1.0,30,1,False,True,False,False
2019-05-01,26430.140625,303850000,1.0,1,2,False,False,True,False
2019-05-02,26307.7890625,287610000,1.0,2,3,False,False,True,False
2019-05-03,26504.94921875,248900000,1.0,3,4,False,False,True,False
2019-05-06,26438.48046875,283020000,1.0,6,0,False,False,False,False
2019-05-07,25965.08984375,334960000,1.0,7,1,False,False,False,False
2019-05-08,25967.330078125,276420000,1.0,8,2,False,False,False,False
2019-05-09,25828.359375,334760000,1.0,9,3,False,False,False,False
2019-05-10,25942.369140625,294580000,1.0,10,4,False,False,False,False
2019-05-13,25324.990234375,361240000,1.0,13,0,False,False,False,False
2019-05-14,25532.05078125,291570000,1.0,14,1,False,False,False,False
2019-05-15,25648.01953125,270720000,1.0,15,2,False,False,False,False
2019-05-16,25862.6796875,320960000,1.0,16,3,False,False,False,False
2019-05-17,25764.0,283760000,1.0,17,4,False,False,False,False
2019-05-20,25679.900390625,279560000,1.0,20,0,False,False,False,False
2019-05-21,25877.330078125,260870000,1.0,21,1,False,False,False,False
2019-05-22,25776.609375,241760000,1.0,22,2,False,False,False,False
2019-05-23,25490.470703125,316940000,1.0,23,3,False,False,False,False
2019-05-24,25585.689453125,201370000,1.0,24,4,False,False,False,False
2019-05-28,25347.76953125,358980000,1.0,28,1,False,True,False,False
2019-05-29,25126.41015625,298930000,1.0,29,2,False,True,False,False
2019-05-30,25169.880859375,215240000,1.0,30,3,False,True,False,False
2019-05-31,24815.0390625,292230000,1.0,31,4,False,True,False,False
2019-06-03,24819.779296875,328240000,1.0,3,0,False,False,True,False
2019-06-04,25332.1796875,281690000,1.0,4,1,False,False,True,False
2019-06-05,25539.5703125,262660000,1.0,5,2,False,False,False,False
2019-06-06,25720.66015625,248070000,1.0,6,3,False,False,False,False
2019-06-07,25983.939453125,263010000,1.0,7,4,False,False,False,False
2019-06-10,26062.6796875,249280000,1.0,10,0,False,False,False,False
2019-06-11,26048.509765625,253490000,1.0,11,1,False,False,False,False
2019-06-12,26004.830078125,223690000,1.0,12,2,False,False,False,False
2019-06-13,26106.76953125,213400000,1.0,13,3,False,False,False,False
2019-06-14,26089.609375,208020000,1.0,14,4,False,False,False,False
2019-06-17,26112.529296875,199500000,1.0,17,0,False,False,False,False
2019-06-18,26465.5390625,273490000,1.0,18,1,False,False,False,False
2019-06-19,26504.0,240950000,1.0,19,2,False,False,False,True
2019-06-20,26753.169921875,278170000,1.0,20,3,False,False,False,False
2019-06-21,26719.130859375,485560000,1.0,21,4,False,False,False,False
2019-06-24,26727.5390625,232390000,1.0,24,0,False,False,False,False
2019-06-25,26548.220703125,282160000,1.0,25,1,False,False,False,False
2019-06-26,26536.8203125,274340000,1.0,26,2,False,False,False,False
2019-06-27,26526.580078125,246930000,1.0,27,3,False,False,False,False
2019-06-28,26599.9609375,499350000,1.0,28,4,False,True,False,False
2019-07-01,26717.4296875,267670000,1.0,1,0,False,False,True,False
2019-07-02,26786.6796875,219270000,1.0,2,1,False,False,True,False
2019-07-03,26966.0,149840000,1.0,3,2,False,False,True,False
2019-07-05,26922.119140625,192170000,1.0,5,4,False,False,False,False
2019-07-08,26806.140625,214290000,1.0,8,0,False,False,False,False
2019-07-09,26783.490234375,218330000,1.0,9,1,False,False,False,False
2019-07-10,26860.19921875,207990000,1.0,10,2,False,False,False,False
2019-07-11,27088.080078125,252300000,1.0,11,3,False,False,False,False
2019-07-12,27332.029296875,248390000,1.0,12,4,False,False,False,False
2019-07-15,27359.16015625,199730000,1.0,15,0,False,False,False,False
2019-07-16,27335.630859375,226000000,1.0,16,1,False,False,False,False
2019-07-17,27219.849609375,193930000,1.0,17,2,False,False,False,False
2019-07-18,27222.970703125,216070000,1.0,18,3,False,False,False,False
2019-07-19,27154.19921875,287690000,1.0,19,4,False,False,False,False
2019-07-22,27171.900390625,216310000,1.0,22,0,False,False,False,False
2019-07-23,27349.189453125,248850000,1.0,23,1,False,False,False,False
2019-07-24,27269.970703125,244320000,1.0,24,2,False,False,False,False
2019-07-25,27140.98046875,241420000,1.0,25,3,False,False,False,False
2019-07-26,27192.44921875,233650000,1.0,26,4,False,False,False,False
2019-07-29,27221.349609375,250850000,1.0,29,0,False,True,False,False
2019-07-30,27198.01953125,293250000,1.0,30,1,False,True,False,False
2019-07-31,26864.26953125,385150000,1.0,31,2,False,True,False,False
2019-08-01,26583.419921875,386320000,1.0,1,3,False,False,True,False
2019-08-02,26485.009765625,327640000,1.0,2,4,False,False,True,False
2019-08-05,25717.740234375,422240000,1.0,5,0,False,False,False,False
2019-08-06,26029.51953125,318160000,1.0,6,1,False,False,False,False
2019-08-07,26007.0703125,344790000,1.0,7,2,False,False,False,False
2019-08-08,26378.189453125,282530000,1.0,8,3,False,False,False,False
2019-08-09,26287.439453125,240260000,1.0,9,4,False,False,False,False
2019-08-12,25896.439453125,199390000,1.0,12,0,False,False,False,False
2019-08-13,26279.91015625,308900000,1.0,13,1,False,False,False,False
2019-08-14,25479.419921875,352250000,1.0,14,2,False,False,False,False
2019-08-15,25579.390625,332600000,1.0,15,3,False,False,False,False
2019-08-16,25886.009765625,276210000,1.0,16,4,False,False,False,False
2019-08-19,26135.7890625,252640000,1.0,19,0,False,False,False,False
2019-08-20,25962.439453125,238100000,1.0,20,1,False,False,False,False
2019-08-21,26202.73046875,208790000,1.0,21,2,False,False,False,False
2019-08-22,26252.240234375,222810000,1.0,22,3,False,False,False,False
2019-08-23,25628.900390625,364260000,1.0,23,4,False,False,False,False
2019-08-26,25898.830078125,222780000,1.0,26,0,False,False,False,False
2019-08-27,25777.900390625,263530000,1.0,27,1,False,False,False,False
2019-08-28,26036.099609375,207070000,1.0,28,2,False,True,False,False
2019-08-29,26362.25,208650000,1.0,29,3,False,True,False,False
2019-08-30,26403.279296875,216160000,1.0,30,4,False,True,False,False
2019-09-03,26118.01953125,223210000,1.0,3,1,False,False,True,False
2019-09-04,26355.470703125,202710000,1.0,4,2,False,False,True,False
2019-09-05,26728.150390625,256670000,1.0,5,3,False,False,False,False
2019-09-06,26797.4609375,209700000,1.0,6,4,False,False,False,False
2019-09-09,26835.509765625,273120000,1.0,9,0,False,False,False,False
2019-09-10,26909.4296875,322340000,1.0,10,1,False,False,False,False
2019-09-11,27137.0390625,272590000,1.0,11,2,False,False,False,False
2019-09-12,27182.44921875,250010000,1.0,12,3,False,False,False,False
2019-09-13,27219.51953125,255260000,1.0,13,4,False,False,False,False
2019-09-16,27076.8203125,220620000,1.0,16,0,False,False,False,False
2019-09-17,27110.80078125,223580000,1.0,17,1,False,False,False,False
2019-09-18,27147.080078125,212860000,1.0,18,2,False,False,False,False
2019-09-19,27094.7890625,212360000,1.0,19,3,False,False,False,False
2019-09-20,26935.0703125,497640000,1.0,20,4,False,False,False,False
2019-09-23,26949.990234375,204240000,1.0,23,0,False,False,False,False
2019-09-24,26807.76953125,301750000,1.0,24,1,False,False,False,False
2019-09-25,26970.7109375,237220000,1.0,25,2,False,False,False,False
2019-09-26,26891.119140625,229180000,1.0,26,3,False,False,False,False
