Date,^DJI_Close,^DJI_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2017-01-03,19881.759765625,339180000,1.0,3,1,False,False,True,False
2017-01-04,19942.16015625,280010000,1.0,4,2,False,False,True,False
2017-01-05,19899.2890625,269920000,1.0,5,3,False,False,False,False
2017-01-06,19963.80078125,277700000,1.0,6,4,False,False,False,False
2017-01-09,19887.380859375,287510000,1.0,9,0,False,False,False,False
2017-01-10,19855.529296875,299410000,1.0,10,1,False,False,False,False
2017-01-11,19954.279296875,336150000,1.0,11,2,False,False,False,False
2017-01-12,19891.0,306290000,1.0,12,3,False,False,False,False
2017-01-13,19885.73046875,263780000,1.0,13,4,False,False,False,False
2017-01-17,19826.76953125,341900000,1.0,17,1,False,False,False,False
2017-01-18,19804.720703125,279760000,1.0,18,2,False,False,False,False
2017-01-19,19732.400390625,301750000,1.0,19,3,False,False,False,False
2017-01-20,19827.25,435260000,1.0,20,4,False,False,False,False
2017-01-23,19799.849609375,326690000,1.0,23,0,False,False,False,False
2017-01-24,19912.7109375,374460000,1.0,24,1,False,False,False,False
2017-01-25,20068.509765625,372240000,1.0,25,2,False,False,False,False
2017-01-26,20100.91015625,356730000,1.0,26,3,False,False,False,False
2017-01-27,20093.779296875,343130000,1.0,27,4,False,False,False,False
2017-01-30,19971.130859375,317280000,1.0,30,0,False,True,False,False
2017-01-31,19864.08984375,373750000,1.0,31,1,False,True,False,False
2017-02-01,19890.939453125,426670000,1.0,1,2,False,False,True,False
2017-02-02,19884.91015625,347220000,1.0,2,3,False,False,True,False
2017-02-03,20071.4609375,344220000,1.0,3,4,False,False,True,False
2017-02-06,20052.419921875,281720000,1.0,6,0,False,False,False,False
2017-02-07,20090.2890625,279670000,1.0,7,1,False,False,False,False
2017-02-08,20054.33984375,280410000,1.0,8,2,False,False,False,False
2017-02-09,20172.400390625,325310000,1.0,9,3,False,False,False,False
2017-02-10,20269.369140625,312230000,1.0,10,4,False,False,False,False
2017-02-13,20412.16015625,314620000,1.0,13,0,False,False,False,False
2017-02-14,20504.41015625,356580000,1.0,14,1,False,False,False,True
2017-02-15,20611.859375,384380000,1.0,15,2,False,False,False,False
2017-02-16,20619.76953125,354120000,1.0,16,3,False,False,False,False
2017-02-17,20624.05078125,340620000,1.0,17,4,False,False,False,False
2017-02-21,20743.0,336880000,1.0,21,1,False,False,False,False
2017-02-22,20775.599609375,310530000,1.0,22,2,False,False,False,False
2017-02-23,20810.3203125,302110000,1.0,23,3,False,False,False,False
2017-02-24,20821.759765625,292540000,1.0,24,4,False,False,False,False
2017-02-27,20837.439453125,256540000,1.0,27,0,False,False,False,False
2017-02-28,20812.240234375,339210000,1.0,28,1,False,True,False,False
2017-03-01,21115.55078125,392820000,1.0,1,2,False,False,True,False
2017-03-02,21002.970703125,319910000,1.0,2,3,False,False,True,False
2017-03-03,21005.7109375,254420000,1.0,3,4,False,False,True,False
2017-03-06,20954.33984375,266620000,1.0,6,0,False,False,False,False
2017-03-07,20924.759765625,274630000,1.0,7,1,False,False,False,False
2017-03-08,20855.73046875,296780000,1.0,8,2,False,False,False,False
2017-03-09,20858.189453125,275960000,1.0,9,3,False,False,False,False
2017-03-10,20902.98046875,315430000,1.0,10,4,False,False,False,False
2017-03-13,20881.48046875,289260000,1.0,13,0,False,False,False,False
2017-03-14,20837.369140625,246820000,1.0,14,1,False,False,False,False
2017-03-15,20950.099609375,306590000,1.0,15,2,False,False,False,False
