Date,BTC-USD_Close,BTC-USD_Vol,ETH-USD_Close,ETH-USD_Vol,TRX-USD_Close,TRX-USD_Vol,BNB-USD_Close,BNB-USD_Vol,XRP-USD_Close,XRP-USD_Vol,DOGE-USD_Close,DOGE-USD_Vol,ADA-USD_Close,ADA-USD_Vol,SOL-USD_Close,SOL-USD_Vol,SHIB-USD_Close,SHIB-USD_Vol,LTC-USD_Close,LTC-USD_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2022-01-01,47686.8125,24582667004,3769.697021484375,9776191466,0.07660999894142151,1207176771,527.3527221679688,1622547014,0.8494719862937927,1156464024,0.17303499579429626,371336089,1.3769750595092773,851279685,178.5179443359375,1084780603,3.400000059627928e-05,608789558,150.6974334716797,691648227,1.0,1,5,True,False,True,True
2022-01-02,47345.21875,27951569547,3829.56494140625,9881471548,0.07778199762105942,1361260678,531.3966674804688,1462276185,0.8591179847717285,1134033205,0.17440299689769745,391041933,1.3775839805603027,881893010,176.38284301757812,995389409,3.400000059627928e-05,574109134,151.2554931640625,680239631,1.0,2,6,True,False,True,False
2022-01-03,46458.1171875,33071628362,3761.38037109375,12080777893,0.07708100229501724,1342568593,512.135986328125,1949153130,0.8328850269317627,1428968710,0.170087993144989,505900382,1.3216370344161987,956659954,170.29774475097656,1345778058,3.300000025774352e-05,720676202,148.4615936279297,755658603,1.0,3,0,False,False,True,False
2022-01-04,45897.57421875,42494677905,3794.056640625,14030925983,0.07620000094175339,1287549032,507.506103515625,2200879165,0.8246729969978333,1514079366,0.16880300641059875,541922892,1.3116580247879028,1014646349,167.93890380859375,1499265336,3.199999991920777e-05,717218977,146.81228637695312,789511706,1.0,4,1,False,False,True,False
2022-01-05,43569.00390625,36851084859,3550.386962890625,18061338502,0.07138200104236603,1548312023,475.05694580078125,2870757788,0.7743579745292664,2252733064,0.15941999852657318,994086848,1.236001968383789,1416139355,155.0997314453125,2123759721,2.9999999242136255e-05,1138566779,136.089111328125,1304198400,1.0,5,2,False,False,False,False
2022-01-06,43160.9296875,30208048289,3418.408203125,24293791313,0.0711119994521141,1852557542,473.2756042480469,4400228627,0.7813460230827332,2165022786,0.16021299362182617,715345645,1.2797820568084717,1559075484,150.4313507080078,2097172620,3.099999958067201e-05,1172523092,136.5037841796875,1136595284,1.0,6,3,False,False,False,False
2022-01-07,41557.90234375,84196607520,3193.21044921875,24494179209,0.06812600046396255,1606695992,447.7884826660156,4613172287,0.7630739808082581,2329624598,0.155022993683815,969384523,1.2115470170974731,1751707653,136.40281677246094,2926269672,2.9000000722589903e-05,1169467775,131.4884490966797,1364180297,1.0,7,4,False,False,False,False
2022-01-08,41733.94140625,28066355845,3091.97265625,16037732700,0.06572200357913971,1054607408,430.24615478515625,4068139021,0.7476879954338074,1792091501,0.15195399522781372,584437036,1.1875120401382446,1499054949,142.51345825195312,2730000333,2.8000000384054147e-05,1081101278,130.13748168945312,1002118315,1.0,8,5,True,False,False,False
2022-01-09,41911.6015625,21294384372,3157.75146484375,12334683863,0.0662669986486435,888640481,438.8030700683594,3347862691,0.7545049786567688,1182503166,0.15106500685214996,408786249,1.17385995388031,1088569809,140.83900451660156,1599123912,2.8000000384054147e-05,741130328,131.29832458496094,710682825,1.0,9,6,True,False,False,False
2022-01-10,41821.26171875,32104232331,3083.097900390625,19535744145,0.06356500089168549,1210963183,424.93377685546875,4156063326,0.7393350005149841,2014043704,0.1433590054512024,763684873,1.128051996231079,1481621292,135.95494079589844,2040883379,2.700000004551839e-05,1044022667,126.83382415771484,1097888042,1.0,10,0,False,False,False,False
2022-01-11,42735.85546875,26327648900,3238.111572265625,15211447193,0.06493400037288666,993256206,463.518310546875,4600615710,0.7705540060997009,1897366203,0.1533990055322647,1628447666,1.1851099729537964,1089929557,140.18385314941406,1554197314,2.8000000384054147e-05,856528185,131.54498291015625,834900749,1.0,11,1,False,False,False,False
2022-01-12,43949.1015625,33499938689,3372.25830078125,16662871689,0.06806299835443497,793399590,487.0074157714844,4131335431,0.7995479702949524,1976047994,0.16165199875831604,896008600,1.3045350313186646,1651269250,151.70310974121094,2242337550,3.199999991920777e-05,1541810685,141.73719787597656,881585292,1.0,12,2,False,False,False,False
2022-01-13,42591.5703125,47691135082,3248.28857421875,15294466275,0.06627299636602402,1064293958,475.02911376953125,4151007744,0.7683280110359192,1578656460,0.17204299569129944,2301820074,1.2331609725952148,2022506483,146.01004028320312,2177023564,2.9999999242136255e-05,1435576624,136.6365203857422,886433982,1.0,13,3,False,False,False,False
2022-01-14,43099.69921875,23577403399,3310.00146484375,13562957230,0.06766600161790848,1245430751,489.867431640625,3112235914,0.7742969989776611,1576111969,0.18354900181293488,5784004926,1.2909259796142578,1855980787,146.15902709960938,1822320951,3.099999958067201e-05,1538750911,144.72491455078125,1204657825,1.0,14,4,False,False,False,False
2022-01-15,43177.3984375,18371348298,3330.53076171875,9619999078,0.06854400038719177,745432667,494.9880676269531,1766015929,0.7814229726791382,1029135167,0.18510299921035767,1878282290,1.2962629795074463,967735764,147.80117797851562,1123271784,3.099999958067201e-05,697319385,147.93740844726562,1001838786,1.0,15,5,True,False,False,False
2022-01-16,43113.87890625,17902097845,3350.921875,9505934874,0.06987299770116806,795161568,498.42791748046875,1771927950,0.778954029083252,1005077258,0.17717599868774414,1102750171,1.407251000404358,2436680646,147.8565216064453,1172854751,3.099999958067201e-05,613620998,146.533203125,756580688,1.0,16,6,True,False,False,False
2022-01-17,42250.55078125,21690904261,3212.304931640625,12344309617,0.07079199701547623,1187460204,475.7098693847656,2134608006,0.7627419829368591,1406443014,0.1711450070142746,1094379303,1.5941309928894043,5285117130,139.92601013183594,1487772250,2.9000000722589903e-05,758868918,151.66726684570312,1608309071,1.0,17,0,False,False,False,True
2022-01-18,42375.6328125,22417209227,3164.025146484375,13024154091,0.06848499923944473,1136342399,472.00506591796875,2106859289,0.7526310086250305,1510069237,0.16548499464988708,979693368,1.4655410051345825,4287066351,141.58718872070312,1449435942,2.8000000384054147e-05,817784966,141.89076232910156,1278790664,1.0,18,1,False,False,False,False
2022-01-19,41744.328125,23091543258,3095.825927734375,13187424144,0.06928099691867828,1076902669,462.82208251953125,1780063381,0.739749014377594,1446126322,0.16235600411891937,935006164,1.34175705909729,3304139176,135.79238891601562,1444663456,2.700000004551839e-05,644592746,136.9167022705078,926249070,1.0,19,2,False,False,False,False
2022-01-20,40680.41796875,20382033940,3001.1201171875,10645922764,0.06773799657821655,771683932,440.00543212890625,1881741995,0.7194210290908813,1251475248,0.15520399808883667,469269658,1.2580549716949463,1686210420,127.20528411865234,984099352,2.5999999706982635e-05,380410746,130.36500549316406,706911161,1.0,20,3,False,False,False,False
2022-01-21,36457.31640625,43011992031,2557.931640625,26796291874,0.0609080009162426,1380540047,383.07391357421875,3647221590,0.6357380151748657,3150758603,0.14263999462127686,1163061854,1.1232329607009888,3009627794,111.96605682373047,3771688473,2.2000000171829015e-05,1422249920,114.3918685913086,1680709016,1.0,21,4,False,False,False,False
2022-01-22,35030.25,39714385405,2405.18115234375,27369692036,0.056685999035835266,1742549671,358.0961608886719,4226932408,0.5960419774055481,3613862355,0.13289199769496918,1693524581,1.066715955734253,3930474859,94.1783676147461,4039466376,2.099999983329326e-05,2140529993,108.42849731445312,2098519931,1.0,22,5,True,False,False,False
2022-01-23,36276.8046875,26017975951,2535.0390625,16481489511,0.05757300183176994,1128920315,383.9339599609375,2786834863,0.6287559866905212,1851934913,0.14186300337314606,1006234946,1.122370958328247,2362627205,99.5782241821289,2548191912,2.2000000171829015e-05,1957464251,112.08950805664062,1135598050,1.0,23,6,True,False,False,False
2022-01-24,36654.328125,41856658597,2440.352294921875,28220804648,0.05504300072789192,1622227424,371.36895751953125,3210871602,0.6121389865875244,2759980202,0.1377979964017868,1446873574,1.0665980577468872,3237316963,91.65016174316406,4664539688,2.099999983329326e-05,1924476636,109.59159851074219,1645918728,1.0,24,0,False,False,False,False
2022-01-25,36954.00390625,26428189594,2455.93505859375,16179776932,0.05587499961256981,1109217822,384.6193542480469,2325661159,0.617563009262085,1731121388,0.14304900169372559,1347567750,1.0435739755630493,1766326155,94.72035217285156,2842652332,2.099999983329326e-05,1047337942,108.06637573242188,909091096,1.0,25,1,False,False,False,False
2022-01-26,36852.12109375,31324598034,2468.0302734375,21229909340,0.05626700073480606,1020554347,375.7554626464844,2226973227,0.6220719814300537,2302112575,0.14378899335861206,1253108115,1.0790469646453857,2437592239,92.23804473876953,3177186515,2.099999983329326e-05,1155008423,107.28218078613281,1064088735,1.0,26,2,False,False,False,False
2022-01-27,37138.234375,25041426629,2423.001220703125,16126522783,0.05640299990773201,740762468,390.0882873535156,1952844398,0.6087700128555298,1586137620,0.1412470042705536,608707586,1.0435329675674438,1519972359,89.63249206542969,2513945822,2.099999983329326e-05,890469542,106.9535140991211,825647673,1.0,27,3,False,False,False,False
2022-01-28,37784.33203125,22238830523,2547.092041015625,14666227351,0.05759299919009209,608753944,386.0843811035156,1592850476,0.6125119924545288,1318006848,0.14165599644184113,506667466,1.0506060123443604,1206550586,91.31289672851562,2156098049,2.099999983329326e-05,538455794,109.43273162841797,683706404,1.0,28,4,False,True,False,False
2022-01-29,38138.1796875,17194183075,2597.084716796875,11172062661,0.06026799976825714,693230761,389.1327819824219,1330610935,0.6169350147247314,958847124,0.1430560052394867,397610776,1.0595699548721313,913122499,96.2234878540039,1727329992,2.2000000171829015e-05,551033703,110.82367706298828,592402655,1.0,29,5,True,True,False,False
2022-01-30,37917.6015625,14643548444,2603.466552734375,9501221177,0.058733999729156494,539574622,377.6129150390625,1289330238,0.603181004524231,870878596,0.13947099447250366,363976741,1.0374729633331299,748084610,93.29767608642578,1110338981,2.099999983329326e-05,488342024,108.79985809326172,537737428,1.0,30,6,True,True,False,False
