,Ratio de Sharpe,beta
Anticor,-0.6303371494433634,0.9999999999999999
BAH,-0.6272062439281925,1.0011339840765157
BCRP,2.8455772034910725,1.1511697883163892
BestMarkowitz,2.845577032799943,1.1511697607725746
BestSoFar,-1.9051267854381464,0.9093527126702465
BNN,0.5953206300792288,0.9640206495988554
CORN,-2.280037700853019,0.7986771623703617
CRP,-0.6303371494433634,0.9999999999999999
CWMR,-2.5066018643144994,0.7742999713655969
DynamicCRP,-0.6303371494433634,0.9999999999999999
EG,-0.6303771451744161,1.0000583428296879
OLMAR,-3.0642986269567047,0.8065338860159653
ONS,-0.6141886620594479,0.9938309640038956
PAMR,-2.4863359164126138,0.7738551108554874
RMR,-3.243253302469797,0.8210024080899058
