Date	Date
2019-01-01	24
2019-01-02	20
2019-01-03	18
2019-01-04	15
2019-01-05	15
2019-01-06	6
2019-01-07	20
2019-01-08	19
2019-01-09	58
2019-01-10	32
2019-01-11	14
2019-01-12	9
2019-01-13	9
2019-01-14	17
2019-01-15	12
2019-01-16	18
2019-01-17	20
2019-01-18	19
2019-01-19	14
2019-01-20	13
2019-01-21	14
2019-01-22	15
2019-01-23	23
2019-01-24	23
2019-01-25	25
2019-01-26	11
2019-01-27	13
2019-01-28	13
2019-01-29	12
2019-01-30	32
2019-01-31	25
2019-02-01	28
2019-02-02	10
2019-02-03	8
2019-02-04	14
2019-02-05	23
2019-02-06	14
2019-02-07	33
2019-02-08	24
2019-02-09	13
2019-02-10	6
2019-02-11	15
2019-02-12	23
2019-02-13	18
2019-02-14	25
2019-02-15	26
2019-02-16	13
2019-02-17	8
2019-02-18	21
2019-02-19	19
2019-02-20	29
2019-02-21	19
2019-02-22	14
2019-02-23	3
2019-02-24	4
2019-02-25	17
2019-02-26	33
2019-02-27	13
2019-02-28	30
2019-03-01	35
2019-03-02	12
2019-03-03	9
2019-03-04	20
2019-03-05	47
2019-03-06	17
2019-03-07	25
2019-03-08	17
2019-03-09	30
2019-03-10	21
2019-03-11	16
2019-03-12	14
2019-03-13	20
2019-03-14	22
2019-03-15	26
2019-03-16	11
2019-03-17	10
2019-03-18	17
2019-03-19	21
2019-03-20	20
2019-03-21	25
2019-03-22	16
2019-03-23	14
2019-03-24	13
2019-03-25	16
2019-03-26	16
2019-03-27	14
2019-03-28	16
2019-03-29	21
2019-03-30	14
2019-03-31	9
2019-04-01	14
2019-04-02	19
2019-04-03	22
2019-04-04	19
2019-04-05	18
2019-04-06	11
2019-04-07	12
2019-04-08	21
2019-04-09	18
2019-04-10	19
2019-04-11	21
2019-04-12	18
2019-04-13	15
2019-04-14	10
2019-04-15	19
2019-04-16	33
2019-04-17	23
2019-04-18	24
2019-04-19	16
2019-04-20	11
2019-04-21	10
2019-04-22	18
2019-04-23	26
2019-04-24	22
2019-04-25	38
2019-04-26	25
2019-04-27	14
2019-04-28	11
2019-04-29	19
2019-04-30	18
2019-05-01	23
2019-05-02	20
2019-05-03	10
2019-05-04	14
2019-05-05	8
2019-05-06	20
2019-05-07	20
2019-05-08	22
2019-05-09	21
2019-05-10	20
2019-05-11	14
2019-05-12	8
2019-05-13	54
2019-05-14	39
2019-05-15	42
2019-05-16	15
2019-05-17	12
2019-05-18	1
2019-05-19	4
2019-05-20	15
2019-05-21	15
2019-05-22	15
2019-05-23	16
2019-05-24	11
2019-05-25	2
2019-05-26	2
2019-05-27	10
2019-05-28	12
2019-05-29	14
2019-05-30	12
2019-05-31	13
2019-06-01	2
2019-06-02	3
2019-06-03	16
2019-06-04	14
2019-06-05	17
2019-06-06	17
2019-06-07	12
2019-06-08	3
2019-06-09	1
2019-06-10	14
2019-06-11	17
2019-06-12	15
2019-06-13	17
2019-06-14	15
2019-06-15	3
2019-06-16	2
2019-06-17	13
2019-06-18	28
2019-06-19	16
2019-06-20	17
2019-06-21	16
2019-06-22	1
2019-06-23	4
2019-06-24	12
2019-06-25	28
2019-06-26	44
2019-06-27	21
2019-06-28	19
2019-06-29	8
2019-06-30	2
2019-07-01	14
2019-07-02	21
2019-07-03	13
2019-07-04	7
2019-07-05	7
2019-07-06	1
2019-07-07	1
2019-07-08	13
2019-07-09	15
2019-07-10	19
2019-07-11	18
2019-07-12	13
2019-07-14	1
2019-07-15	17
2019-07-16	32
2019-07-17	30
2019-07-18	18
2019-07-19	12
2019-07-20	3
2019-07-21	2
2019-07-22	17
2019-07-23	19
2019-07-24	18
2019-07-25	31
2019-07-26	11
2019-07-27	3
2019-07-28	1
2019-07-29	14
2019-07-30	20
2019-07-31	20
2019-08-01	17
2019-08-02	17
2019-08-03	2
2019-08-04	1
2019-08-05	15
2019-08-06	18
2019-08-07	25
2019-08-08	17
2019-08-09	13
2019-08-10	3
2019-08-11	2
2019-08-12	19
2019-08-13	18
2019-08-14	18
2019-08-15	16
2019-08-16	19
2019-08-17	1
2019-08-18	1
2019-08-19	18
2019-08-20	18
2019-08-21	19
2019-08-22	17
2019-08-23	19
2019-08-24	3
2019-08-25	1
2019-08-26	13
2019-08-27	14
2019-08-28	16
2019-08-29	11
2019-08-30	10
2019-08-31	1
2019-09-01	1
2019-09-02	7
2019-09-03	12
2019-09-04	16
2019-09-05	17
2019-09-06	13
2019-09-07	1
2019-09-08	1
2019-09-09	11
2019-09-10	26
2019-09-11	65
2019-09-12	50
2019-09-13	14
2019-09-14	3
2019-09-15	7
2019-09-16	12
2019-09-17	15
2019-09-18	18
2019-09-19	18
2019-09-20	13
2019-09-21	3
2019-09-22	1
2019-09-23	21
2019-09-24	22
2019-09-25	13
2019-09-26	15
2019-09-27	14
2019-09-28	4
2019-09-29	3
2019-09-30	19
2019-10-01	17
2019-10-02	26
2019-10-03	19
2019-10-04	15
2019-10-05	2
2019-10-06	2
2019-10-07	16
2019-10-08	19
2019-10-09	24
2019-10-10	19
2019-10-11	27
2019-10-12	1
2019-10-13	2
2019-10-14	21
2019-10-15	16
2019-10-16	14
2019-10-17	12
2019-10-18	17
2019-10-19	3
2019-10-20	1
2019-10-21	11
2019-10-22	24
2019-10-23	19
2019-10-24	25
2019-10-25	18
2019-10-26	3
2019-10-27	3
2019-10-28	21
2019-10-29	20
2019-10-30	16
2019-10-31	17
2019-11-01	14
2019-11-02	3
2019-11-03	4
2019-11-04	16
2019-11-05	19
2019-11-06	23
2019-11-07	20
2019-11-08	20
2019-11-09	3
2019-11-10	1
2019-11-11	18
2019-11-12	23
2019-11-13	10
2019-11-14	25
2019-11-15	16
2019-11-16	1
2019-11-17	10
2019-11-18	21
2019-11-19	17
2019-11-20	17
2019-11-21	12
2019-11-22	12
2019-11-23	1
2019-11-24	1
2019-11-25	9
2019-11-26	13
2019-11-27	14
2019-11-28	7
2019-11-29	9
2019-11-30	1
2019-12-02	13
2019-12-03	21
2019-12-04	13
2019-12-05	17
2019-12-06	12
2019-12-07	2
2019-12-08	2
2019-12-09	22
2019-12-10	21
2019-12-11	26
2019-12-12	32
2019-12-13	27
2019-12-14	5
2019-12-15	2
2019-12-16	18
2019-12-17	18
2019-12-18	29
2019-12-19	72
2019-12-20	34
2019-12-21	12
2019-12-22	10
2019-12-23	15
2019-12-24	5
2019-12-26	9
2019-12-27	7
2019-12-28	15
2019-12-29	13
2019-12-30	17
