Date	Date
2020-01-13	1
2020-01-15	1
2020-01-16	1
2020-01-17	1
2020-01-21	1
2020-01-22	1
2020-01-23	1
2020-01-28	1
2020-01-30	1
2020-02-03	1
2020-02-11	1
2020-02-13	1
2020-02-18	1
2020-02-19	1
2020-02-21	1
2020-02-24	1
2020-02-26	1
2020-02-28	1
2020-03-03	1
2020-03-04	1
2020-03-05	1
2020-03-07	1
2020-03-09	1
2020-03-10	1
2020-03-13	1
2020-03-17	4
2020-03-18	1
2020-03-19	1
2020-03-23	1
2020-03-25	1
2020-03-30	1
2020-04-21	1
2020-04-22	1
2020-04-29	1
2020-05-01	1
2020-05-05	1
2020-05-06	1
2020-05-15	1
2020-05-19	1
2020-05-27	1
2020-06-01	1
2020-06-04	1
2020-06-11	1
2020-06-15	1
2020-06-18	1
2020-06-23	1
2020-06-29	2
2020-06-30	1
2020-07-07	1
2020-07-08	1
2020-07-16	1
2020-07-20	1
2020-07-21	2
2020-07-22	1
2020-08-03	1
2020-08-06	1
2020-08-10	1
2020-08-14	1
2020-08-17	1
2020-08-19	1
2020-08-24	1
2020-08-27	1
2020-09-03	1
2020-09-04	1
2020-09-09	1
2020-09-10	1
2020-09-11	1
2020-09-15	2
2020-09-16	1
2020-09-17	1
2020-09-21	1
2020-09-24	1
2020-09-25	2
2020-09-29	1
2020-09-30	1
2020-10-01	2
2020-10-02	1
2020-10-06	1
2020-10-07	1
2020-10-12	1
2020-10-13	1
2020-10-14	1
2020-10-16	1
2020-10-20	2
2020-10-21	1
2020-10-23	1
2020-10-26	1
2020-10-27	1
2020-10-29	1
2020-11-09	1
2020-11-10	1
2020-11-11	1
2020-11-16	1
2020-11-19	2
2020-11-20	1
2020-11-24	1
2020-11-26	1
2020-11-30	2
2020-12-02	1
2020-12-09	1
2020-12-10	1
2020-12-15	1
2020-12-16	1
2020-12-17	1
2020-12-22	1
2020-12-29	1
