,algo,close_volatility,close_range,vol_volatility,vol_range,market,VIX_range,VIX_volatility,VIX_mean
0,BestMarkowitz,0.016978991909665175,14.313756036758424,0.30656407355919746,9660228.25,Nasdaq,0.06260781899019778,4.479999542236328,21.361999893188475
1,BestMarkowitz,0.01404740489525846,25.988581466674805,0.32885991115730756,8573149.5,Nasdaq,0.03699691423388151,4.840000152587891,16.482999897003175
