,algo,close_volatility,close_range,vol_volatility,vol_range,market,VIX_range,VIX_volatility,VIX_mean
0,BestMarkowitz,0.021316732998907975,17.42318139076233,0.40232272324246354,13493158.2,Nasdaq,0.039776670002859914,4.069999694824219,26.86000003814697
