Date,BTC-USD_Close,BTC-USD_Vol,ETH-USD_Close,ETH-USD_Vol,TRX-USD_Close,TRX-USD_Vol,BNB-USD_Close,BNB-USD_Vol,XRP-USD_Close,XRP-USD_Vol,DOGE-USD_Close,DOGE-USD_Vol,ADA-USD_Close,ADA-USD_Vol,SOL-USD_Close,SOL-USD_Vol,SHIB-USD_Close,SHIB-USD_Vol,LTC-USD_Close,LTC-USD_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2018-01-01,13657.2001953125,10291200000,772.6409912109375,2595760128,0.051695000380277634,516798016,8.414609909057617,66422800,2.3910300731658936,1894230016,0.00890900008380413,50616900,0.7286570072174072,150186000,,,,,229.0330047607422,633142016,1.0,1,0,False,False,True,True
2018-01-02,14982.099609375,16846600192,884.4439697265625,5783349760,0.07868199795484543,1604039936,8.837770462036133,104789000,2.4809000492095947,3171010048,0.009145000018179417,89424096,0.7825869917869568,289712000,,,,,255.6840057373047,1237949952,1.0,2,1,False,False,True,False
2018-01-03,15201.0,16871900160,962.719970703125,5093159936,0.09470299631357193,1136850048,9.535880088806152,108852000,3.105370044708252,6635879936,0.009320000186562538,66349900,1.0796600580215454,657398016,,,,,245.3679962158203,3215280128,1.0,3,2,False,False,True,False
2018-01-04,15599.2001953125,21783199744,980.9219970703125,6502859776,0.20797400176525116,4089410048,9.213990211486816,158819008,3.1966300010681152,8103660032,0.009643999859690666,108986000,1.1141200065612793,593430016,,,,,241.3699951171875,3481550080,1.0,4,3,False,False,True,False
2018-01-05,17429.5,23840899072,997.719970703125,6683149824,0.22055499255657196,3864399872,14.917200088500977,341504992,3.0487101078033447,6288500224,0.012167000211775303,212383008,0.9995589852333069,508100000,,,,,249.27099609375,1710599936,1.0,5,4,False,False,False,False
2018-01-06,17527.0,18314600448,1041.6800537109375,4662219776,0.17479699850082397,2437349888,22.75979995727539,637020992,3.0939700603485107,2777560064,0.014863000251352787,283716992,1.02715003490448,297615008,,,,,296.4540100097656,2264740096,1.0,6,5,True,False,False,False
2018-01-07,16477.599609375,15866000384,1153.1700439453125,5569880064,0.19965499639511108,1750349952,18.65679931640625,258050000,3.377810001373291,2395150080,0.01708799973130226,288184000,1.0085200071334839,226067008,,,,,288.45098876953125,1055400000,1.0,7,6,True,False,False,False
2018-01-08,15170.099609375,18413899776,1148.530029296875,8450970112,0.1519930064678192,1532320000,18.260900497436523,296617984,2.456209897994995,3315259904,0.015045000240206718,235114000,0.8990020155906677,264460992,,,,,255.76300048828125,1182080000,1.0,8,0,False,False,False,False
2018-01-09,14595.400390625,16659999744,1299.739990234375,7965459968,0.1247820034623146,1262109952,17.411800384521484,194750000,2.1017799377441406,3694700032,0.013419999741017818,115255000,0.8147429823875427,209492000,,,,,247.03700256347656,940825024,1.0,9,1,False,False,False,False
2018-01-10,14973.2998046875,18500800512,1255.8199462890625,9214950400,0.12955300509929657,1729920000,17.39080047607422,146582000,1.9749200344085693,4833639936,0.013101999647915363,100243000,0.7931209802627563,236472000,,,,,250.51800537109375,1009910016,1.0,10,2,False,False,False,False
2018-01-11,13405.7998046875,16534099968,1154.9300537109375,7235899904,0.1090800017118454,1074579968,21.042699813842773,389228000,1.9507999420166016,6296119808,0.011469000019133091,62722000,0.6884120106697083,229000992,,,,,229.36599731445312,1079389952,1.0,11,3,False,False,False,False
2018-01-12,13980.599609375,12065699840,1273.199951171875,5222300160,0.10885799676179886,679499008,22.316299438476562,387537984,2.0432300567626953,3330810112,0.013055999763309956,56971300,0.8975080251693726,365795008,,,,,236.8560028076172,691160000,1.0,12,4,False,False,False,False
2018-01-13,14360.2001953125,12763599872,1396.4200439453125,5746760192,0.10303500294685364,819091008,22.174400329589844,181676000,2.0213499069213867,2130169984,0.013023000210523605,55890600,0.8841239809989929,313215008,,,,,259.1929931640625,961043008,1.0,13,5,True,False,False,False
2018-01-14,13772.0,11084099584,1366.77001953125,4841630208,0.08478199690580368,714278976,20.777299880981445,129239000,1.8611899614334106,1978200064,0.011683999560773373,65899000,0.802262008190155,160712000,,,,,238.6750030517578,886414976,1.0,14,6,True,False,False,False
