Date,BTC-USD_Close,BTC-USD_Vol,ETH-USD_Close,ETH-USD_Vol,TRX-USD_Close,TRX-USD_Vol,BNB-USD_Close,BNB-USD_Vol,XRP-USD_Close,XRP-USD_Vol,DOGE-USD_Close,DOGE-USD_Vol,ADA-USD_Close,ADA-USD_Vol,SOL-USD_Close,SOL-USD_Vol,SHIB-USD_Close,SHIB-USD_Vol,LTC-USD_Close,LTC-USD_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2021-01-01,29374.15234375,40730301359,730.3675537109375,13652004358,0.0269399993121624,740550356,37.90501022338867,459165743,0.23744399845600128,5888429287,0.005685000214725733,228961515,0.17534999549388885,1122218004,1.8420840501785278,25722549,,,126.2303466796875,7326980728,1.0,1,4,False,False,True,True
2021-01-02,32127.267578125,67865420765,774.5349731445312,19740771179,0.027218999341130257,980910324,38.24159240722656,521965394,0.2216549962759018,4773658725,0.010614999569952488,3421562680,0.17742300033569336,1408849504,1.7992750406265259,31671064,,,136.94488525390625,10532067985,1.0,2,5,True,False,True,False
2021-01-03,32782.0234375,78665235202,975.5076904296875,45200463368,0.0294950008392334,1496675629,41.14897918701172,758008613,0.2258480042219162,5109898871,0.009770999662578106,2707003608,0.20499500632286072,2303857909,2.1617519855499268,55073422,,,160.19058227539062,15385661271,1.0,3,6,True,False,True,False
2021-01-04,31971.9140625,81163475344,1040.2330322265625,56945985763,0.030852999538183212,1768802420,40.926353454589844,807877171,0.23667700588703156,6141918380,0.009766999632120132,1372398979,0.2247619926929474,3260699086,2.4850969314575195,59955405,,,154.8073272705078,13659785704,1.0,4,0,False,False,True,False
2021-01-05,33992.4296875,67547324782,1100.006103515625,41535932781,0.02863200008869171,1715256508,41.73460006713867,644270927,0.22675000131130219,5378491929,0.009920000098645687,687256067,0.25831401348114014,4097207384,2.157217025756836,50555207,,,158.5947723388672,10192818976,1.0,5,1,False,False,False,False
2021-01-06,36824.36328125,75289433811,1207.1121826171875,44699914188,0.030515000224113464,1636410063,42.16595458984375,641021601,0.2508949935436249,7552726810,0.010464999824762344,749915516,0.3318980038166046,6170988900,1.929216980934143,50263975,,,169.0169219970703,10743884477,1.0,6,2,False,False,False,False
2021-01-07,39371.04296875,84762141031,1225.6781005859375,40468027280,0.031067999079823494,2184194025,43.44948959350586,829964770,0.32600200176239014,15955049240,0.00974200014024973,520644706,0.2999800145626068,5149188552,2.3727450370788574,159870278,,,169.61595153808594,13099581396,1.0,7,3,False,False,False,False
2021-01-08,40797.609375,88107519480,1224.1971435546875,44334826666,0.030612999573349953,1816169856,42.39531707763672,650561500,0.32322999835014343,9825829516,0.009846000000834465,394462164,0.3055970072746277,4560690774,3.2198870182037354,206412154,,,173.27987670898438,14705614969,1.0,8,4,False,False,False,False
2021-01-09,40254.546875,61984162837,1281.0772705078125,33233105361,0.034026000648736954,1942464523,43.93285369873047,590039660,0.32691600918769836,7184429145,0.010193999856710434,485842353,0.33297300338745117,3655608662,3.3853819370269775,91906875,,,177.4839324951172,11136779198,1.0,9,5,True,False,False,False
2021-01-10,38356.44140625,79980747690,1262.2467041015625,40616938053,0.0329350009560585,2238339640,42.4484748840332,701488832,0.31833600997924805,9647740012,0.009859999641776085,458583519,0.3048950135707855,3732911206,3.466110944747925,62766977,,,171.11483764648438,12774461582,1.0,10,6,True,False,False,False
2021-01-11,35566.65625,123320567399,1090.1453857421875,60733630300,0.02896299958229065,1859950567,38.371360778808594,890728694,0.28890499472618103,9787288503,0.008834999985992908,637956958,0.2754659950733185,4768803200,3.1080899238586426,82877500,,,139.25222778320312,17994263494,1.0,11,0,False,False,False,False
