Date,AAPL_Close,AAPL_Vol,TSLA_Close,TSLA_Vol,ADBE_Close,ADBE_Vol,ADI_Close,ADI_Vol,ADP_Close,ADP_Vol,ADSK_Close,ADSK_Vol,AEP_Close,AEP_Vol,ALGN_Close,ALGN_Vol,AMAT_Close,AMAT_Vol,AMD_Close,AMD_Vol,NVDA_Close,NVDA_Vol,AMGN_Close,AMGN_Vol,AMZN_Close,AMZN_Vol,ASML_Close,ASML_Vol,ATVI_Close,ATVI_Vol,AVGO_Close,AVGO_Vol,AZN_Close,AZN_Vol,BIDU_Close,BIDU_Vol,BIIB_Close,BIIB_Vol,BKNG_Close,BKNG_Vol,CDNS_Close,CDNS_Vol,TMUS_Close,TMUS_Vol,CHTR_Close,CHTR_Vol,CMCSA_Close,CMCSA_Vol,COST_Close,COST_Vol,GOOGL_Close,GOOGL_Vol,CRWD_Close,CRWD_Vol,CSCO_Close,CSCO_Vol,CSX_Close,CSX_Vol,CTAS_Close,CTAS_Vol,CTSH_Close,CTSH_Vol,DDOG_Close,DDOG_Vol,DLTR_Close,DLTR_Vol,DXCM_Close,DXCM_Vol,EA_Close,EA_Vol,EBAY_Close,EBAY_Vol,EXC_Close,EXC_Vol,FAST_Close,FAST_Vol,FISV_Close,FISV_Vol,GOOG_Close,GOOG_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2007-11-01,5.715795040130615,805036400,,,46.91999816894531,5657800,22.418241500854492,3089400,28.98204803466797,3043750,47.79999923706055,1871100,25.999113082885742,2009800,19.8700008392334,1422300,14.388312339782715,28017800,12.800000190734863,13239100,8.122007369995117,58723600,43.2028923034668,10237600,4.382500171661377,165314000,23.25279426574707,1318100,10.200027465820312,9948400,,,12.61383056640625,2243800,38.595001220703125,75972000,72.87000274658203,3490100,91.6500015258789,1757100,18.959999084472656,4950900,33.37388229370117,4685100,,,7.850112438201904,79628600,46.794029235839844,4383400,17.597848892211914,260826912,,,23.064245223999023,49818300,3.660473585128784,62554500,28.31029510498047,1011900,18.545305252075195,5995600,,,12.203332901000977,3633000,2.265000104904175,796800,58.21390151977539,8037200,14.026390075683594,40005425,32.190155029296875,5265912,7.449116230010986,3769200,13.59749984741211,4447600,17.51460075378418,262066622,1.0,1,3,False,False,True,False
2007-11-02,5.728906154632568,1002114400,,,47.880001068115234,6579500,22.527795791625977,3605700,29.392715454101562,3020628,48.810001373291016,1671500,26.087085723876953,2137100,19.510000228881836,1066300,14.457271575927734,22201700,13.170000076293945,14414800,8.434218406677246,49184400,42.73495864868164,13718000,4.298999786376953,204610000,23.606956481933594,1286500,10.217757225036621,12674400,,,12.590291023254395,1551800,40.900001525878906,91644000,73.9800033569336,3014300,90.80999755859375,916800,18.5,9126700,36.224090576171875,2310750,,,7.831057548522949,78723000,47.31348419189453,6153900,17.799049377441406,233426340,,,23.300765991210938,53250400,3.6841213703155518,50485500,28.381988525390625,1084000,19.13479232788086,5686800,,,12.166666984558105,3582600,2.234999895095825,482000,59.91849136352539,6494400,14.034404754638672,61920936,32.42411422729492,4512758,7.633519649505615,3468400,13.864999771118164,5536000,17.7148494720459,234535815,1.0,2,4,False,False,True,False
2007-11-05,5.677372455596924,804176800,,,47.70000076293945,5202000,22.904403686523438,3299300,29.73090934753418,2939303,48.099998474121094,1574900,26.241069793701172,1962100,19.09000015258789,1202500,14.173792839050293,18194100,13.420000076293945,21880600,8.434218406677246,43663600,43.36895751953125,9851900,4.218500137329102,149062000,23.518417358398438,1172700,10.151265144348145,13848000,,,12.430756568908691,1443600,41.6879997253418,99785000,73.5199966430664,2946800,89.05000305175781,712800,18.15999984741211,6283100,35.859527587890625,1326700,,,7.78151798248291,48183600,47.55876541137695,3731900,18.159408569335938,354992652,,,23.70929718017578,69607200,3.722973585128784,40016700,27.720821380615234,1186200,18.531272888183594,8755000,,,11.353333473205566,6434700,2.182499885559082,431600,58.23371887207031,3651100,13.66571044921875,50618542,33.27663803100586,6981960,7.456079006195068,3991600,13.6274995803833,5218400,18.073505401611328,356679932,1.0,5,0,False,False,False,False
2007-11-06,5.848443031311035,954727200,,,47.630001068115234,5025100,23.075580596923828,2709000,29.93021011352539,2779843,49.709999084472656,2448700,26.279565811157227,1863900,19.34000015258789,1133600,14.089515686035156,29246300,13.430000305175781,18324100,8.700511932373047,55462000,43.69349670410156,7081400,4.363500118255615,158680000,23.423065185546875,2187300,9.987248420715332,17121000,,,12.378451347351074,1020000,40.77000045776367,139304000,73.44000244140625,2746100,88.95999908447266,663900,18.25,4864100,36.48922348022461,1471250,,,7.884408473968506,50189000,48.547183990478516,4472400,18.563312530517578,337114548,,,24.426025390625,91068600,3.7896974086761475,42092100,27.86421012878418,926200,14.970985412597656,66946200,,,11.569999694824219,3921900,2.197499990463257,444800,58.00577926635742,2680700,13.661702156066895,34413746,33.260780334472656,4190578,7.515223026275635,3757200,13.592499732971191,5359600,18.47549819946289,338716853,1.0,6,1,False,False,False,False
2007-11-07,5.681031703948975,994327600,,,46.16999816894531,6622200,22.4730167388916,2697900,29.326284408569336,3202299,48.41999816894531,1875800,25.6694393157959,1864100,18.709999084472656,1401300,13.72176742553711,23386700,13.010000228881836,18291100,8.28729248046875,54676800,42.41794967651367,9819300,4.3520002365112305,167956000,23.19830322265625,1758900,9.530662536621094,14363400,,,12.187528610229492,2111600,39.5,66231000,71.12999725341797,4055700,90.30999755859375,1104000,17.700000762939453,4552600,35.594390869140625,1136000,,,7.65576171875,65157800,47.7247200012207,3690100,18.341842651367188,330609060,,,23.4727783203125,138236000,3.7060811519622803,56947500,26.86849021911621,949100,15.48093318939209,24898200,,,11.15999984741211,4146600,2.119999885559082,394400,57.480525970458984,3798900,13.501402854919434,39666845,32.380489349365234,5113094,7.247319221496582,5292800,13.234999656677246,6616400,18.255075454711914,332180444,1.0,7,2,False,False,False,False
2007-11-08,5.3507819175720215,1890378000,,,45.029998779296875,11533900,22.3976993560791,4467600,28.728403091430664,4513857,47.36000061035156,3746500,25.980056762695312,2426600,17.040000915527344,2450700,13.72176742553711,26343100,12.510000228881836,28899600,7.76848030090332,99682400,42.28963088989258,11789700,4.178999900817871,236064000,23.19148826599121,2100900,9.623753547668457,14364200,,,12.124762535095215,2419600,35.7869987487793,116364000,74.98999786376953,8641200,84.2699966430664,4422200,17.3700008392334,7397900,34.467567443847656,1655850,,,7.552875518798828,71350200,48.034950256347656,5856300,17.36336326599121,659827512,,,21.23659324645996,192353700,3.761824369430542,42615900,27.258811950683594,1483700,14.76981258392334,19244400,,,10.563332557678223,12883500,2.0999999046325684,316400,56.62822723388672,4463400,12.984430313110352,56419783,33.054588317871094,7078277,7.3012495040893555,6009600,12.852499961853027,10274400,17.281225204467773,662963671,1.0,8,3,False,False,False,False
2007-11-09,5.042791366577148,1526380800,,,43.2400016784668,10345700,22.1854305267334,3987500,28.221113204956055,2861738,46.15999984741211,2479600,25.724918365478516,1966800,17.6299991607666,1393900,14.334687232971191,41006400,12.369999885559082,17228600,7.65828800201416,87105600,40.96879196166992,11779900,3.944499969482422,232404000,22.898618698120117,1332300,9.180466651916504,14732000,,,11.742920875549316,2986000,34.29499816894531,82866000,72.29000091552734,6534000,103.68000030517578,7734100,17.079999923706055,5840700,26.679224014282227,4912100,,,7.385199069976807,64741800,47.10427474975586,4290500,16.61586570739746,455068476,,,20.484031677246094,120564300,3.6790549755096436,53247600,26.6932373046875,1312700,14.404895782470703,16400000,,,9.546667098999023,8060400,2.1524999141693115,577600,55.23085403442383,5131700,13.40922737121582,85664066,32.65807342529297,4937984,6.977677345275879,4256800,12.977499961853027,7380400,16.537263870239258,457231416,1.0,9,4,False,False,False,False
2007-11-12,4.688757419586182,1769065200,,,42.189998626708984,9918600,21.966312408447266,4067200,28.15468406677246,2786336,44.84000015258789,3080400,25.469762802124023,1940100,17.110000610351562,1372700,14.028223037719727,23150100,11.949999809265137,17279000,6.893836975097656,71573200,41.13485336303711,8577500,3.8499999046325684,187938000,22.667037963867188,1560800,9.02088451385498,7250200,,,11.507538795471191,2271600,30.149999618530273,88985000,69.87999725341797,6058100,100.0999984741211,1828100,17.030000686645508,3785400,25.867246627807617,2147700,,,7.217530250549316,60502400,47.42169952392578,4463400,15.817567825317383,408682908,,,20.863893508911133,89644700,3.6072652339935303,35668800,26.6613826751709,1605600,14.390859603881836,11981400,,,9.5600004196167,7229700,2.112499952316284,496000,54.507389068603516,3524900,13.18079948425293,41493751,31.38520050048828,6998223,6.94810152053833,6949600,12.970000267028809,6724000,15.742741584777832,410625377,1.0,12,0,False,False,False,False
2007-11-13,5.1827592849731445,1739446800,,,40.86000061035156,32004300,22.58257484436035,3085600,28.480802536010742,2649884,47.9900016784668,3299500,25.63616371154785,1881500,17.299999237060547,1001900,14.304950714111328,22961600,12.399999618530273,14464500,7.5021820068359375,72669600,41.089561462402344,11023900,3.993000030517578,189926000,22.762392044067383,4538700,9.30458927154541,7738400,,,11.936455726623535,5566400,34.14500045776367,91878000,70.83000183105469,4387900,108.69999694824219,2228600,17.200000762939453,3498000,27.259206771850586,1184100,,,7.5909833908081055,76644200,48.633758544921875,5841700,16.5302791595459,337478184,,,21.60212516784668,64869800,3.6824324131011963,64577700,27.027803421020508,1374500,15.111336708068848,11792800,,,9.696666717529297,5046300,2.1500000953674316,494400,56.86608123779297,5053700,13.317054748535156,42375485,31.592548370361328,7720393,7.017685413360596,7180000,13.197500228881836,6049200,16.452083587646484,339082217,1.0,13,1,False,False,False,False
2007-11-14,5.0653581619262695,1449168000,,,41.02000045776367,13247100,22.493553161621094,2999700,28.637815475463867,3174393,47.529998779296875,2579700,25.658353805541992,1771600,17.459999084472656,834800,14.4586820602417,32308400,12.279999732971191,16327500,7.385104179382324,66672000,40.47819519042969,9375500,3.92549991607666,168548000,22.925857543945312,941600,9.18933391571045,6656000,,,11.925994873046875,1781400,34.400001525878906,117861000,70.01000213623047,5629600,106.88999938964844,2047000,16.940000534057617,4638900,30.043123245239258,2714300,,,7.488092422485352,58666000,47.6597900390625,4518900,16.05805778503418,323464212,,,21.293928146362305,61079800,3.671452045440674,86849100,26.334781646728516,990300,14.432965278625488,10308000,,,9.316666603088379,5840100,2.2850000858306885,583200,55.0623779296875,3257800,13.080611228942871,34846178,31.664331436157227,4154126,6.923748016357422,5756000,13.220000267028809,8095200,15.982094764709473,325001637,1.0,14,2,False,False,False,False
