Date,BTC-USD_Close,BTC-USD_Vol,ETH-USD_Close,ETH-USD_Vol,TRX-USD_Close,TRX-USD_Vol,BNB-USD_Close,BNB-USD_Vol,XRP-USD_Close,XRP-USD_Vol,DOGE-USD_Close,DOGE-USD_Vol,ADA-USD_Close,ADA-USD_Vol,SOL-USD_Close,SOL-USD_Vol,SHIB-USD_Close,SHIB-USD_Vol,LTC-USD_Close,LTC-USD_Vol,LUNA1-USD_Close,LUNA1-USD_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2021-11-01,61004.40625,36150572843,4324.626953125,17985288261,0.10054799914360046,1724266847,551.2559204101562,2535579529,1.0928670167922974,3655823943,0.2717280089855194,2784956027,1.9500019550323486,2649338831,203.5450897216797,3157612663,7.200000254670158e-05,8120747918,197.55499267578125,2301982951,44.05930709838867,559201533,1.0,1,0,False,False,True,False
2021-11-02,63226.40234375,37746665647,4584.798828125,20794448222,0.1073950007557869,2695125439,554.4476318359375,2401108112,1.1361960172653198,3609677729,0.2731209993362427,2336414476,1.9713770151138306,2459979881,220.23959350585938,3020087232,6.900000153109431e-05,5316969434,200.7246856689453,2197205823,44.755489349365234,586225495,1.0,2,1,False,False,True,False
2021-11-03,62970.046875,36124731509,4607.19384765625,21220463155,0.10586299747228622,2736243802,568.5787963867188,2567651316,1.2087960243225098,6526803610,0.2694070041179657,2091380862,2.0637009143829346,4722705987,242.89881896972656,6024951132,5.500000042957254e-05,6495261244,207.11013793945312,2526891232,48.061790466308594,1387485594,1.0,3,2,False,False,True,False
2021-11-04,61452.23046875,32615846901,4537.32421875,18415244464,0.10342700034379959,1970446437,559.7373046875,2260479871,1.202003002166748,5210115532,0.2632800042629242,1902957818,1.9848819971084595,3301214469,247.3877716064453,4440296290,4.8999998398358e-05,11486664527,202.96798706054688,2297111488,51.922386169433594,1409802677,1.0,4,3,False,False,True,False
2021-11-05,61125.67578125,30605102446,4486.2431640625,15086003586,0.10371900349855423,1693587971,608.6480712890625,3675930507,1.161532998085022,3572443866,0.26146501302719116,1559898586,1.9862060546875,2274851985,236.47433471679688,2752870913,6.199999916134402e-05,12401211699,199.53793334960938,1691201016,49.97332000732422,890950359,1.0,5,4,False,False,False,False
2021-11-06,61527.48046875,29094934221,4521.5810546875,14429076700,0.10259400308132172,1701272409,636.1139526367188,2779927044,1.1524540185928345,2630197378,0.261898010969162,1353526462,2.0066089630126953,1883049324,258.934326171875,3869779683,5.900000178371556e-05,6445477874,197.86636352539062,1562585003,51.179832458496094,663787147,1.0,6,5,True,False,False,False
2021-11-07,63326.98828125,24726754302,4620.5546875,13541376033,0.10458499938249588,1778269192,650.4540405273438,3017167868,1.2175339460372925,3384556620,0.2663150131702423,1155873526,2.021872043609619,1871914235,249.823486328125,2624869522,5.700000110664405e-05,3123242451,202.0513153076172,1368484091,50.61323165893555,537619575,1.0,7,6,True,False,False,False
2021-11-08,67566.828125,41125608330,4812.08740234375,19290896267,0.10996299982070923,2551114894,654.3150024414062,2828112534,1.282377004623413,5547697296,0.2823590040206909,4093381450,2.1244189739227295,3157370460,248.46717834472656,3344410176,5.500000042957254e-05,4496482335,228.69619750976562,3069524134,54.15776062011719,983210921,1.0,8,0,False,False,False,False
2021-11-09,66971.828125,42357991721,4735.06884765625,20834172627,0.11443299800157547,3034203511,635.1906127929688,2198989754,1.258929967880249,5211033825,0.27352601289749146,2353452396,2.2734830379486084,7356647142,239.213134765625,2819309492,5.500000042957254e-05,3142625649,262.9067077636719,7006560647,50.23533630371094,782405470,1.0,9,1,False,False,False,False
2021-11-10,64995.23046875,48730828378,4636.17431640625,22748160545,0.10678800195455551,3282293457,615.278076171875,3653998344,1.1933729648590088,7430166330,0.2557089924812317,2820521435,2.101802110671997,6436473948,233.77952575683594,3873202098,4.999999873689376e-05,4318757158,261.2629699707031,7776726430,48.788299560546875,1387394913,1.0,10,2,False,False,False,False
2021-11-11,64949.9609375,35880633236,4730.38427734375,17933201129,0.1092509999871254,2482719187,629.892333984375,2341652507,1.2183640003204346,4904300953,0.2611669898033142,1628781435,2.085524082183838,3597674965,234.24075317382812,2693456862,5.700000110664405e-05,5753844727,263.0867004394531,3957519255,50.59540557861328,901227769,1.0,11,3,False,False,False,True
2021-11-12,64155.94140625,36084893887,4667.115234375,18316060208,0.10787399858236313,2509218666,626.6425170898438,2209163398,1.1893550157546997,4230289448,0.2594139873981476,1563007446,2.0457661151885986,2818140241,228.50209045410156,3022054714,5.199999941396527e-05,2888701214,251.55836486816406,4974432912,49.55778884887695,809639806,1.0,12,4,False,False,False,False
2021-11-13,64469.52734375,30474228777,4651.46044921875,14457436261,0.11263100057840347,2990220769,650.1041259765625,2106170805,1.191938042640686,2889142419,0.26170599460601807,923837904,2.0531039237976074,2022529448,241.8250274658203,2322796265,5.199999941396527e-05,1678572265,258.09320068359375,2964986959,52.17427062988281,573207316,1.0,13,5,True,False,False,False
2021-11-14,65466.83984375,25122092191,4626.35888671875,12172962219,0.1169470027089119,2500811809,650.9180908203125,2101401990,1.1885969638824463,2210065757,0.26291200518608093,1264556615,2.0408530235290527,1527465250,238.42552185058594,1705211600,5.2999999752501026e-05,2504828825,278.00750732421875,3230589098,51.06683349609375,417524170,1.0,14,6,True,False,False,False
2021-11-15,63557.87109375,30558763548,4557.50390625,16275851299,0.1236020028591156,3649274121,633.0486450195312,2146877925,1.1713709831237793,2850390389,0.2565290033817291,1028469310,2.015587091445923,1411134707,237.55360412597656,2414551003,5.2999999752501026e-05,2588941477,262.7633972167969,2797322397,48.050052642822266,500668396,1.0,15,0,False,False,False,False
2021-11-16,60161.24609375,46844335592,4216.365234375,27417502801,0.10949599742889404,3293527272,589.8228759765625,3772957260,1.0909340381622314,4829173281,0.2372490018606186,2248804980,1.8772350549697876,3400794601,219.23902893066406,3557977024,4.8000001697801054e-05,3935874227,230.59942626953125,4031751969,43.249454498291016,1306541128,1.0,16,1,False,False,False,False
2021-11-17,60368.01171875,39178392930,4287.59375,22183461850,0.11122199892997742,2346982289,578.0927734375,2704847734,1.096290946006775,3701959225,0.23748700320720673,1543405154,1.875540018081665,2869765024,218.71524047851562,2982505239,4.8000001697801054e-05,2389403757,229.5041046142578,2863410681,43.14719772338867,1070057759,1.0,17,2,False,False,False,False
