Date,BTC-USD_Close,BTC-USD_Vol,ETH-USD_Close,ETH-USD_Vol,TRX-USD_Close,TRX-USD_Vol,BNB-USD_Close,BNB-USD_Vol,XRP-USD_Close,XRP-USD_Vol,DOGE-USD_Close,DOGE-USD_Vol,ADA-USD_Close,ADA-USD_Vol,SOL-USD_Close,SOL-USD_Vol,SHIB-USD_Close,SHIB-USD_Vol,LTC-USD_Close,LTC-USD_Vol,LUNA1-USD_Close,LUNA1-USD_Vol,Cashback,Day,weekday,is_weekend,end_of_month,beginning_of_month,is_holiday
2022-02-24,38332.609375,46383802093,2598.067138671875,29312342666,0.061121001839637756,1307665649,361.2346496582031,2972951900,0.6962720155715942,5146799150,0.12381300330162048,2046477370,0.8534250259399414,3629367685,89.19474792480469,5253578948,2.4000000848900527e-05,3275038601,104.2304916381836,1676181000,65.39000701904297,6147402521,1.0,24,3,False,False,False,False
2022-02-25,39214.21875,26545599159,2764.53564453125,17208902048,0.05949600040912628,1432622630,374.9149475097656,1839035023,0.7689030170440674,3460713330,0.12757599353790283,805161073,0.8980270028114319,1652894219,92.59882354736328,3069242551,2.499999936844688e-05,1740381961,109.26631164550781,903266080,73.17276000976562,4158265095,1.0,25,4,False,False,False,False
2022-02-26,39105.1484375,17467554129,2781.11181640625,11724648351,0.059530001133680344,946242863,373.6387634277344,1319208551,0.7509729862213135,3051695701,0.12764699757099152,535575654,0.8879179954528809,1099934921,90.14156341552734,1721041901,2.4000000848900527e-05,1099351580,108.24365997314453,773091210,78.07948303222656,3159163058,1.0,26,5,True,False,False,False
2022-02-27,37709.78515625,23450127612,2621.8017578125,16150857254,0.05805300176143646,1374458612,360.5310363769531,1600855952,0.721992015838623,2733141782,0.12311100214719772,592809151,0.858335018157959,1278510571,85.51905059814453,2012522473,2.300000051036477e-05,1217089606,103.10559844970703,706861756,72.6421127319336,3108800926,1.0,27,6,True,False,False,False
2022-02-28,43193.234375,35690014104,2919.201171875,19266124733,0.06174900010228157,971123894,395.6124267578125,1868349380,0.782043993473053,3053923291,0.13315600156784058,765755924,0.9598280191421509,1779202386,99.52034759521484,3457872746,2.5999999706982635e-05,1513953706,113.47457885742188,930577763,91.13858795166016,5007692834,1.0,28,0,False,True,False,False
2022-03-01,44354.63671875,32479047645,2972.485107421875,18757425786,0.06212500110268593,803573245,408.4822998046875,2885318336,0.7848619818687439,2877778057,0.1339379996061325,876604512,0.9623460173606873,1778795527,98.65355682373047,3225742519,2.700000004551839e-05,2075874028,112.5440444946289,951568702,89.53575897216797,4662381579,1.0,1,1,False,False,True,False
2022-03-02,43924.1171875,29183112630,2950.118408203125,16636517503,0.061510998755693436,724474999,409.00030517578125,2045870796,0.7684959769248962,2401047273,0.1329900026321411,709536320,0.9386619925498962,1262681262,100.6496353149414,3800592927,2.5999999706982635e-05,1396864024,110.35135650634766,838169853,92.1105728149414,4701589889,1.0,2,2,False,False,True,False
2022-03-03,42451.7890625,24967782593,2834.468994140625,13091199728,0.059964001178741455,641921174,402.5506896972656,1598018507,0.7521849870681763,2213014779,0.12961000204086304,518193386,0.902658998966217,986233549,95.53919982910156,2309311748,2.499999936844688e-05,963213922,111.35211944580078,905649306,90.31405639648438,3252740401,1.0,3,3,False,False,True,False
2022-03-04,39137.60546875,28516271427,2617.156005859375,14496939024,0.058191001415252686,777565049,374.2808837890625,1740563403,0.7126719951629639,2359803521,0.12259099632501602,650665594,0.8428890109062195,1115108721,88.24597930908203,2592829728,2.4000000848900527e-05,977852640,101.39179992675781,930473366,83.27303314208984,3795185337,1.0,4,4,False,False,True,False
2022-03-05,39400.5859375,16975917450,2664.8310546875,8072368396,0.06042800098657608,657435476,384.87335205078125,1321262776,0.7548999786376953,2297850919,0.12499599903821945,334091552,0.8656719923019409,734896311,89.64784240722656,1437161887,2.499999936844688e-05,722836004,104.97718811035156,548783174,87.40906524658203,2911211299,1.0,5,5,True,False,False,False
