,algo,close_volatility,close_range,vol_volatility,vol_range,market,VIX_range,VIX_volatility,VIX_mean,nbr_of_cryptos_tweets,nbr_of_nasdaq_tweets
0,ONS,0.019126359433783574,24.390765571594237,0.3514362015517413,12705900.875,nasdaq,0.05534434755126033,3.6299991607666,16.714000034332276,445,9
1,BestMarkowitz,0.020109437949168064,28.043577671051025,0.3778636884756337,12387035.15,nasdaq,0.17052851194503632,12.25,19.41800003051758,509,1
