,algo,close_volatility,close_range,vol_volatility,vol_range,market,VIX_range,VIX_volatility,VIX_mean
0,BCRP,0.04212595268068889,158.84734020609824,0.14689488900915115,1602493145.0,Crypto,0.04813880385698102,2.5015786823473434,29.001789554796723
1,BestMarkowitz,0.034767458225855176,63.29923780052923,0.2183900874318908,2996339596.2222223,Crypto,0.16070017256246658,16.270000457763672,28.45931575172826
2,BestMarkowitz,0.017225310100964824,29.470834903082707,0.23634660411914876,2065546698.1111112,Crypto,0.09901120109997535,6.078421241358708,32.573631427162574
