,algo,close_volatility,close_range,vol_volatility,vol_range,market,nbr_of_cryptos_tweets,nbr_of_nasdaq_tweets,Volatility_Gold_Close,Volatility_Gold_Vol,Volatility_Oil_Close,Volatility_Oil_Vol,Volatility_Gas_Close,Volatility_Gas_Vol,Range_Gold_Close ,Range_Gold_Vol,Range_Oil_Close,Range_Oil_Vol,Range_Gas_Close,Range_Gas_Vol,Mean_FED,Mean_PMI,Mean_Unemploy,Volatility_VIX,Range_VIX
0,BestMarkowitz,0.014311656591474464,6.00842604637146,0.3652979697461427,10648211.175,nasdaq,0.0,0.0,0.003700917642432514,1.6980365783764741,0.012211860801999269,0.14220879389264313,0.020697965915664255,0.13788241927614137,21.2000732421875,135,2.3899993896484375,9962,0.17799997329711914,76781,1.55,51.3,3.5999999999999996,0.003700917642432514,21.2000732421875
1,BestMarkowitz,0.01391586166456947,6.054769706726075,0.4618003823075062,12817122.45,nasdaq,0.0,2.0,0.004458628962282866,3.6727183036686895,0.013629660658885373,0.5086494414015192,0.038461498837179725,0.5321683124629468,19.9000244140625,346348,1.8699951171875,36182,0.3840000629425053,173820,1.5500000000000003,51.3,3.6,0.004458628962282866,19.9000244140625
2,BestMarkowitz,0.011093263685125549,4.678873252868651,0.32638165527977925,7485206.875,nasdaq,0.0,1.0,0.005588260165057667,0.5669321844405187,0.015253266791696344,0.14275460020251718,0.02643209701623804,0.2423388713594716,19.0999755859375,1805,3.5699996948242188,12133,0.2089998722076416,143026,1.55,52.48181818181819,3.6,0.005588260165057667,19.0999755859375
3,CWMR,0.01349817667184321,6.683469676971436,0.34784110146035585,9459059.3,nasdaq,0.0,1.0,0.0027258751088483526,0.9279787646827844,0.005851824073736604,0.07587989982563156,0.017955646677637035,0.19627953885699326,11.5,856,2.8199996948242188,5812,0.09800004959106445,96577,1.55,52.6,3.5999999999999996,0.0027258751088483526,11.5
4,BCRP,0.008668057327192067,3.548237943649292,0.6910394918479039,19913689.075,nasdaq,0.0,1.0,0.0036921866671249613,1.017715118811622,0.00451708220967302,0.8506927228112727,0.03071281289959451,0.5749675760159434,44.800048828125,787,2.3000030517578125,31067,0.17000007629394576,174141,1.55,52.6,3.6,0.0036921866671249613,44.800048828125
5,BestMarkowitz,0.011221542360109188,5.727229547500609,0.3435934753228098,9524605.775,nasdaq,0.0,0.0,0.007510619790674508,1.2545141727270863,0.019717148006149342,0.5298447482606164,0.008117725865917273,0.1559507039547885,47.300048828125,400,3.9300003051757812,59422,0.07999992370605513,137983,1.5500000000000003,52.4,3.5,0.007510619790674508,47.300048828125
6,BestMarkowitz,0.011841172985989756,6.969831705093381,0.3555232670620147,9824888.175,nasdaq,0.0,6.0,0.003150008091435204,0.828673382730947,0.00802913908384924,0.16581718974302634,0.020331627339652422,0.11898485384052973,16.4000244140625,97,1.6399993896484375,16320,0.29200005531311035,75436,1.55,52.4,3.5,0.003150008091435204,16.4000244140625
7,BestMarkowitz,0.019564225424243336,10.61858057975769,0.37425795608887735,18103153.975,nasdaq,0.0,3.0,0.004009617641624658,4.629163473377947,0.013022816315238547,1.181227964093013,0.01670623951804661,0.5303343861656391,18.9000244140625,251271,3.8800010681152344,42752,0.10500001907348633,160401,1.55,52.4,3.5,0.004009617641624658,18.9000244140625
8,BCRP,0.02108221745530548,11.38259220123291,0.35513940023435825,18607550.25,nasdaq,0.0,2.0,0.006552679630443491,1.105238216512451,0.026967586754195316,0.10274745450055178,0.01990870797931076,0.15565762754650397,26.7999267578125,1195,4.930000305175781,30418,0.10599994659423828,173439,1.5800000000000003,51.9,3.5,0.006552679630443491,26.7999267578125
9,BestMarkowitz,0.016590745494143674,7.666318941116332,0.3570630072018172,11643777.475,nasdaq,0.0,4.0,0.005669473098252879,0.8220077883236339,0.01088923164493321,0.1335368517430373,0.028000947154643813,0.3115243290490254,77.199951171875,506,3.520000457763672,14568,0.1549999713897705,175910,1.58,51.9,3.5,0.005669473098252879,77.199951171875
10,BCRP,0.03332144253152512,13.582355785369874,0.2921047068966428,18409370.45,nasdaq,0.0,4.0,0.02036718153140443,0.7277826486776936,0.018363076981324902,1.4656773014544613,0.02521418913251083,0.32472656505174957,108.300048828125,1701,5.819999694824219,46137,0.1629999876022339,205572,1.3263636363636364,51.57272727272728,3.745454545454545,0.02036718153140443,108.300048828125
11,BestMarkowitz,0.05331858063892383,36.63710389137268,0.3146233556970027,20163204.05,nasdaq,0.0,5.0,0.013929230865816732,0.8093152784826297,0.10462176847514196,0.2163477113798983,0.04219443528444559,0.17567755122317072,85.199951171875,209,17.90999984741211,36838,0.22800004482269265,211998,0.65,50.7,4.4,0.013929230865816732,85.199951171875
12,BestMarkowitz,0.08319980824332837,27.700825762748718,0.23407621215842261,13020639.125,nasdaq,0.0,8.0,0.02341941863421319,1.1593230335101836,0.07666388971071106,0.24036155713961538,0.030472440753542766,0.15116052268191713,89.699951171875,319,8.969999313354492,20224,0.2669999599456787,83839,0.6500000000000001,50.7,4.3999999999999995,0.02341941863421319,89.699951171875
13,BestMarkowitz,0.048969888210163875,14.676341867446903,0.23417653335091973,14301261.45,nasdaq,0.0,2.0,0.011542569822672304,4.477897121388669,0.03593380343438167,1.8605248215123749,0.02105712727044284,0.4575473786431322,82.0,100635,4.649999618530277,42749,0.1030000448226931,101113,0.5833333333333334,50.455555555555556,5.544444444444445,0.011542569822672304,82.0
