,algo,close_volatility,close_range,vol_volatility,vol_range,market,nbr_of_cryptos_tweets,nbr_of_nasdaq_tweets,Volatility_Gold_Close,Volatility_Gold_Vol,Volatility_Oil_Close,Volatility_Oil_Vol,Volatility_Gas_Close,Volatility_Gas_Vol,Range_Gold_Close ,Range_Gold_Vol,Range_Oil_Close,Range_Oil_Vol,Range_Gas_Close,Range_Gas_Vol,Mean_FED,Mean_PMI,Mean_Unemploy,Volatility_VIX,Range_VIX
0,?,0.06713482192616399,123.2096048637759,0.2978150544499837,424375137.5,cryptos,110,4,0.0033982709582647936,1.153902204602491,0.00819903272061466,0.4305087129028174,0.01278146267646471,0.34221278407063527,7.60009765625,184,1.6699981689453125,18369,0.14399981498718306,104510,1.9499999999999997,54.699999999999996,3.6999999999999997,0.024435444638603254,2.020000457763672
1,?,0.041912456332027476,40.6768578030169,0.18437684770961782,222037587.5,cryptos,143,6,0.004544608342564483,1.3866291288754986,0.013688573748165192,0.17122280103051896,0.010104640633383009,0.18512405177815647,11.699951171875,36,2.9099960327148438,12123,0.06200003623962402,47902,1.9499999999999997,54.699999999999996,3.6999999999999997,0.02885704753550283,2.8100004196166974
2,CRP_mom,0.06565200091952052,63.99588663317263,0.27473671223589163,1138401587.5,cryptos,242,5,0.004933631644689978,0.28297615150344424,0.006987853689258846,0.2314742917335922,0.018520345046729645,0.3554217468069477,11.199951171875,1,1.3499984741210938,17476,0.2100000381469731,119696,1.9499999999999997,54.699999999999996,3.6999999999999997,0.07394453062521028,2.0
3,CRP_rev,0.0429319458877562,38.776248490670696,0.2633724502603708,425085525.0,cryptos,104,4,0.006109555858798003,3.2942217484738725,0.012543277570521138,0.7479462926418723,0.016632808932608493,0.6346658018045176,17.699951171875,17855,3.9199981689453125,34315,0.10500001907348588,187492,1.9499999999999997,54.699999999999996,3.6999999999999997,0.03276498121982138,1.2100000381469744
